kind	source	symbol	status	rust	notes
function	select_file.c	LoadFileSelectGraphics	done	crates/zelda3/src/select_file.rs	C-shaped file-select graphics loading is ported
function	select_file.c	Intro_ValidateSram	done	crates/zelda3/src/select_file.rs	C-shaped SRAM validation is ported
function	select_file.c	Intro_CheckCksum	done	crates/zelda3/src/select_file.rs	C-shaped SRAM checksum helper is ported
function	select_file.c	FileSelect_ReInitSaveFlagsAndEraseTriforce	done	crates/zelda3/src/select_file.rs	C-shaped save-flag reset and triforce erase entry is ported
function	select_file.c	FileSelect_EraseTriforce	done	crates/zelda3/src/select_file.rs	C-shaped triforce erase setup is ported
function	select_file.c	Module_EraseFile_1	done	crates/zelda3/src/select_file.rs	C-shaped file-select tile and stripe upload builder is ported
function	select_file.c	FileSelect_TriggerStripesAndAdvance	done	crates/zelda3/src/select_file.rs	C-shaped stripe trigger helper is ported
function	select_file.c	FileSelect_TriggerNameStripesAndAdvance	done	crates/zelda3/src/select_file.rs	C-shaped name stripe trigger helper is ported
function	select_file.c	FileSelect_Main	done	crates/zelda3/src/select_file.rs	C-shaped main file-select menu logic is ported
function	select_file.c	SelectFile_Func5_DrawOams	done	crates/zelda3/src/select_file.rs	C-shaped occupied-slot Link preview OAM is ported
function	select_file.c	SelectFile_Func6_DrawOams2	done	crates/zelda3/src/select_file.rs	C-shaped death counter OAM is ported
function	select_file.c	SelectFile_Func17	done	crates/zelda3/src/select_file.rs	C-shaped occupied-slot name and health stripe writes are ported
function	select_file.c	SelectFile_Func16	done	crates/zelda3/src/select_file.rs	C-shaped erase confirmation helper is ported
function	select_file.c	FileSelect_DrawFairy	done	crates/zelda3/src/select_file.rs	C-shaped fairy cursor OAM helper is ported
function	select_file.c	Module02_CopyFile	done	crates/zelda3/src/select_file.rs	C-shaped copy-file module dispatch is ported
function	select_file.c	Module_CopyFile_2	done	crates/zelda3/src/select_file.rs	C-shaped copy-file setup is ported
function	select_file.c	CopyFile_ChooseSelection	done	crates/zelda3/src/select_file.rs	C-shaped copy source selection state is ported
function	select_file.c	CopyFile_ChooseTarget	done	crates/zelda3/src/select_file.rs	C-shaped copy target selection state is ported
function	select_file.c	CopyFile_ConfirmSelection	done	crates/zelda3/src/select_file.rs	C-shaped copy confirmation state is ported
function	select_file.c	FilePicker_DeleteHeaderStripe	done	crates/zelda3/src/select_file.rs	C-shaped header stripe clear helper is ported
function	select_file.c	CopyFile_SelectionAndBlinker	done	crates/zelda3/src/select_file.rs	C-shaped copy source cursor logic is ported
function	select_file.c	CopyFile_TargetSelectionAndBlink	done	crates/zelda3/src/select_file.rs	C-shaped copy target cursor logic is ported
function	select_file.c	CopyFile_HandleConfirmation	done	crates/zelda3/src/select_file.rs	C-shaped copy confirmation logic is ported
function	select_file.c	Module03_KILLFile	done	crates/zelda3/src/select_file.rs	C-shaped erase-file module dispatch is ported
function	select_file.c	KILLFile_SetUp	done	crates/zelda3/src/select_file.rs	C-shaped erase-file setup is ported
function	select_file.c	KILLFile_HandleSelection	done	crates/zelda3/src/select_file.rs	C-shaped erase-file selection state is ported
function	select_file.c	KILLFile_HandleConfirmation	done	crates/zelda3/src/select_file.rs	C-shaped erase-file confirmation state is ported
function	select_file.c	KILLFile_ChooseTarget	done	crates/zelda3/src/select_file.rs	C-shaped erase-file target logic is ported
function	select_file.c	Module04_NameFile	done	crates/zelda3/src/select_file.rs	C-shaped name-file module dispatch is ported
function	select_file.c	NameFile_EraseSave	done	crates/zelda3/src/select_file.rs	C-shaped empty-slot SRAM clear and name placeholder setup is ported
function	select_file.c	Module_NamePlayer_1	done	crates/zelda3/src/select_file.rs	C-shaped name-player tile reset stripe is ported
function	select_file.c	Module_NamePlayer_2	done	crates/zelda3/src/select_file.rs	C-shaped name-player background upload trigger is ported
function	select_file.c	NameFile_DoTheNaming	done	crates/zelda3/src/select_file.rs	C-shaped name-entry cursor, character selection, save init, checksum fix, and return logic is ported
function	select_file.c	NameFile_CheckForScrollInputX	done	crates/zelda3/src/select_file.rs	C-shaped horizontal cursor input helper is ported
function	select_file.c	NameFile_CheckForScrollInputY	done	crates/zelda3/src/select_file.rs	C-shaped vertical cursor input helper is ported
function	select_file.c	NameFile_DrawSelectedCharacter	done	crates/zelda3/src/select_file.rs	C-shaped selected-character stripe upload is ported
function	select_file.c	Intro_FixCksum	done	crates/zelda3/src/select_file.rs	C-shaped save checksum fix is ported
function	select_file.c	ReturnToFileSelect	done	crates/zelda3/src/select_file.rs	C-shaped return-to-file-select state reset is ported
module	misc.c	*	done	crates/zelda3/src/misc.rs	C-shaped misc runtime cluster is ported; module routing, load-file setup, torch DMA, item receipt, victory, sound-pan helpers, and message entry points are tracked
function	misc.c	SrcPtr	done	crates/zelda3/src/misc.rs	C-shaped predefined tile-data pointer helper is ported
function	misc.c	Ancilla_Sfx2_Near	done	crates/zelda3/src/zelda_rtl.rs	C-shaped ancilla SFX2 panning helper is ported
function	misc.c	Ancilla_Sfx3_Near	done	crates/zelda3/src/zelda_rtl.rs	C-shaped ancilla SFX3 panning helper is ported
function	misc.c	LoadDungeonRoomRebuildHUD	done	crates/zelda3/src/misc.rs	C-shaped HUD rebuild and pre-dungeon entry is ported
function	misc.c	Module_Unknown0	done	crates/zelda3/src/misc.rs	C-shaped unreachable module slot is represented
function	misc.c	Module_Unknown1	done	crates/zelda3/src/misc.rs	C-shaped unreachable module slot is represented
function	misc.c	KillAgahnim_LoadMusic	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Init	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Func2	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Func3	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Func4	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Func5	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Func6	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Func7	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Func8	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	KillAghanim_Func12	done	crates/zelda3/src/misc.rs	C-shaped Agahnim transition helper is represented
function	misc.c	Module_MainRouting	done	crates/zelda3/src/zelda_rtl.rs	C-shaped main module router is ported
function	misc.c	NMI_PrepareSprites	done	crates/zelda3/src/nmi.rs	C-shaped NMI sprite DMA preparation entry is ported
function	misc.c	Sound_LoadIntroSongBank	done	crates/zelda3/src/misc.rs	C-shaped song-bank loader entry is represented for current audio-deferred runtime
function	misc.c	LoadOverworldSongs	done	crates/zelda3/src/misc.rs	C-shaped song-bank loader entry is represented for current audio-deferred runtime
function	misc.c	LoadDungeonSongs	done	crates/zelda3/src/misc.rs	C-shaped song-bank loader entry is represented for current audio-deferred runtime
function	misc.c	LoadCreditsSongs	done	crates/zelda3/src/misc.rs	C-shaped song-bank loader entry is represented for current audio-deferred runtime
function	misc.c	Dungeon_LightTorch	done	crates/zelda3/src/misc.rs	C-shaped torch lighting state and DMA upload logic is ported
function	misc.c	RoomDraw_AdjustTorchLightingChange	done	crates/zelda3/src/misc.rs	C-shaped torch tile-attribute patcher is ported
function	misc.c	Dungeon_PrepOverlayDma_nextPrep	done	crates/zelda3/src/misc.rs	C-shaped overlay DMA next-prep helper is ported
function	misc.c	Dungeon_PrepOverlayDma_watergate	done	crates/zelda3/src/misc.rs	C-shaped overlay DMA watergate helper is ported
function	misc.c	Module05_LoadFile	done	crates/zelda3/src/misc.rs	C-shaped load-file setup is ported, including dungeon palette reload before the message path
function	misc.c	Module13_BossVictory_Pendant	done	crates/zelda3/src/misc.rs	C-shaped pendant victory module entry is ported
function	misc.c	BossVictory_Heal	done	crates/zelda3/src/misc.rs	C-shaped boss victory refill state is ported
function	misc.c	Dungeon_StartVictorySpin	done	crates/zelda3/src/misc.rs	C-shaped victory spin start state is ported
function	misc.c	Dungeon_RunVictorySpin	done	crates/zelda3/src/misc.rs	C-shaped victory spin run state is ported
function	misc.c	Dungeon_CloseVictorySpin	done	crates/zelda3/src/misc.rs	C-shaped victory spin close state is ported
function	misc.c	Module15_MirrorWarpFromAga	done	crates/zelda3/src/misc.rs	C-shaped Agahnim mirror-warp module entry is represented
function	misc.c	Module16_BossVictory_Crystal	done	crates/zelda3/src/misc.rs	C-shaped crystal victory module entry is ported
function	misc.c	Module16_04_FadeAndEnd	done	crates/zelda3/src/misc.rs	C-shaped crystal victory fade-and-end state is ported
function	misc.c	PlaySfx_SetPan	done	crates/zelda3/src/zelda_rtl.rs	C-shaped SFX panning latch helper is ported
function	misc.c	TriforceRoom_LinkApproachTriforce	done	crates/zelda3/src/misc.rs	C-shaped Triforce approach state is ported
function	misc.c	AncillaAdd_ItemReceipt	done	crates/zelda3/src/misc.rs	C-shaped item receipt entry is ported through the existing item receipt implementation
function	misc.c	ItemReceipt_GiveBottledItem	done	crates/zelda3/src/misc.rs	C-shaped bottled-item receipt entry is ported
function	misc.c	Module17_SaveAndQuit	done	crates/zelda3/src/misc.rs	C-shaped save-and-quit fade entry is represented
function	misc.c	WallMaster_SendPlayerToLastEntrance	done	crates/zelda3/src/misc.rs	C-shaped WallMaster return-to-entrance setup is ported
function	misc.c	GetRandomNumber	done	crates/zelda3/src/misc.rs	C-shaped RNG byte update helper is ported
function	misc.c	Link_CalculateSfxPan	done	crates/zelda3/src/zelda_rtl.rs	C-shaped link-centered pan calculation is ported
function	misc.c	SpriteSfx_QueueSfx1WithPan	done	crates/zelda3/src/misc.rs	C-shaped sprite SFX1 panning helper is ported
function	misc.c	SpriteSfx_QueueSfx2WithPan	done	crates/zelda3/src/overlord.rs	C-shaped sprite SFX2 panning helper is ported
function	misc.c	SpriteSfx_QueueSfx3WithPan	done	crates/zelda3/src/overlord.rs	C-shaped sprite SFX3 panning helper is ported
function	misc.c	Sprite_CalculateSfxPan	done	crates/zelda3/src/overlord.rs	C-shaped sprite-centered pan calculation is ported
function	misc.c	CalculateSfxPan	done	crates/zelda3/src/zelda_rtl.rs	C-shaped core pan table helper is ported
function	misc.c	CalculateSfxPan_Arbitrary	done	crates/zelda3/src/overlord.rs	C-shaped arbitrary torch pan helper is ported
function	misc.c	Init_LoadDefaultTileAttr	done	crates/zelda3/src/misc.rs	C-shaped default dungeon tile attributes copy is ported
function	misc.c	Main_ShowTextMessage	done	crates/zelda3/src/misc.rs	C-shaped message module entry is ported
function	misc.c	HandleItemTileAction_Overworld	done	crates/zelda3/src/misc.rs	C-shaped indoor/outdoor tile-action dispatcher is ported
function	dungeon.c	ResetThenCacheRoomEntryProperties	partial	crates/zelda3/src/misc.rs	new-game Module_PreDungeon path clears transition flags and caches camera room-entry state
function	dungeon.c	Module07_15_WarpPad	partial	crates/zelda3/src/dungeon.rs	first dispatch state is wired through ResetTransitionPropsAndAdvance_ResetInterface and covered by the passing gameplay-entry window
module	player.c	*	partial	crates/zelda3/src/player.rs	Link_Initialize, Link_TuckIntoBed/new-game blanket setup, and the active indoor ground-movement slice are started
function	player.c	CacheCameraProperties	done	crates/zelda3/src/zelda_rtl.rs	camera, scroll bounds, quadrant, facing, floor, and doorway cached snapshots are ported; existing room-entry call keeps its misc.rs copy
function	player.c	BitSum4	done	crates/zelda3/src/player.rs	4-bit population count helper is ported
function	player.c	Dungeon_HandleLayerChange	done	crates/zelda3/src/zelda_rtl.rs	layer mirror, staircase room increment, lower-level flag, ledge flag clear, and visited quadrant save are ported
function	player.c	CheckAbilityToSwim	done	crates/zelda3/src/player.rs	flipper/bunny swim permission gate sets visibility and indoor/outdoor submodule like the C helper
function	player.c	PlayerHandler_00_Ground_3	partial	crates/zelda3/src/zelda_rtl.rs	active ground handler branch covers no-item indoor cardinal movement for the opening route
function	player.c	Link_HandleAPress	partial	crates/zelda3/src/zelda_rtl.rs	active A-press dispatch covers repeated indoor grab/pull probes reached by the opening movement window
function	player.c	Link_CheckNewAPress	done	crates/zelda3/src/zelda_rtl.rs	new-A press gate and latch side effect are ported
function	player.c	Link_HandleToss	done	crates/zelda3/src/player.rs	A-button toss gate and throw-state cleanup are ported
function	player.c	LinkState_Zapped	partial	crates/zelda3/src/player.rs	electrocution timer/state cleanup, mosaic bounce, and gear palette alternation are ported; LoadActualGearPalettes glove-color bugfix remains deferred
function	player.c	LinkState_ExitingDash	done	crates/zelda3/src/player.rs	stop-dash countdown/reset branch and moving animation tail are ported
function	player.c	Link_HandleLiftables	partial	crates/zelda3/src/zelda_rtl.rs	active liftable/tile action dispatch includes dungeon liftable ID and glove-action gating for current indoor probes
function	player.c	Link_APress_PerformBasic	partial	crates/zelda3/src/zelda_rtl.rs	basic A-action dispatcher now routes dash, grab, read, open chest, statue drag, and rupee pull; throw/desert prayer remain deferred
function	player.c	Link_PerformDash	done	crates/zelda3/src/zelda_rtl.rs	dash start guard, countdown/state/running setup, input/item/drag cleanup, and tagalong timeout side effect are ported
function	player.c	Link_PerformGrab	partial	crates/zelda3/src/zelda_rtl.rs	active grab setup is ported for the current post-message A-press probes
function	player.c	Link_PerformRupeePull	done	crates/zelda3/src/zelda_rtl.rs	rupee-pull facing gate, reset chain, grab lock, pull state, velocity clear, and B/Y mask clear are ported
function	player.c	Link_PerformRead	partial	crates/zelda3/src/zelda_rtl.rs	indoor readable-tile action now routes through dungeon telemessage lookup and Main_ShowTextMessage
function	player.c	Link_PerformOpenChest	partial	crates/zelda3/src/zelda_rtl.rs	chest-open dispatch, item alternate check, and initial item receipt setup are ported for dungeon chest actions
function	player.c	PlayerHandler_15_HoldItem	done	crates/zelda3/src/zelda_rtl.rs	empty hold-item handler is represented by the control-handler no-op for state 21
function	player.c	LinkState_Bunny_recache	done	crates/zelda3/src/player.rs	bunny recache clears transform timers/state, resets swimming, and restores ground state/palettes when moon pearl is present
function	player.c	Player_ChangeZ	done	crates/zelda3/src/zelda_rtl.rs	Z velocity decrement, falling-at-zero guard, and signed Z clamp are ported
function	player.c	Link_HandleChangeInZVelocity	done	crates/zelda3/src/zelda_rtl.rs	recoil/turtle-rock Z velocity delta dispatch is ported
function	player.c	Link_SetToDeepWater	done	crates/zelda3/src/player.rs	deep-water state latch, direction carry, swimming reset, wall release, and speed reset are ported
function	player.c	Link_SplashUponLanding	done	crates/zelda3/src/player.rs	landing state dispatch for normal, deep-water, and bunny-mirror cases is ported
function	player.c	Link_ReceiveItem	partial	crates/zelda3/src/zelda_rtl.rs	auxiliary cleanup, receive-item state, hold-item state 21, pose setup, sprite-damage guard, item-receipt ancilla, and dash cancel are ported; rare item SFX and HUD refresh remain deferred
function	player.c	Link_APress_PullObject	partial	crates/zelda3/src/zelda_rtl.rs	active pull-object state update is ported for the current post-message A-press probes
function	player.c	Link_PerformStatueDrag	partial	crates/zelda3/src/zelda_rtl.rs	statue-drag wrapper is started for the shared grab dispatch path
function	player.c	Link_APress_StatueDrag	partial	crates/zelda3/src/zelda_rtl.rs	statue-drag A-press branch is started for the shared grab dispatch path
function	player.c	Link_HandleDiagonalCollision	partial	crates/zelda3/src/zelda_rtl.rs	active direction-limit entry is ported without the double-layer moving-background branch
function	player.c	Player_LimitDirections_Inner	partial	crates/zelda3/src/zelda_rtl.rs	active vertical-first direction mask and slope probes are ported for indoor cardinal/diagonal movement
function	player.c	Link_HandleVelocity	partial	crates/zelda3/src/zelda_rtl.rs	active walking speed, signed velocity, prevent-move guard, pit speed modifier, and position integration path are ported; generic flag-moving swim branch is intentionally deferred pending acceleration parity
function	player.c	Link_MovePosition	partial	crates/zelda3/src/zelda_rtl.rs	safe-return, somaria-platform guard, subpixel integration, moving-floor, conveyor, and sand-drag tail are ported
function	player.c	Link_HandleVelocityAndSandDrag	done	crates/zelda3/src/zelda_rtl.rs	drag-player coordinate adjustment and velocity-delta writes are ported
function	player.c	HandleSwimStrokeAndSubpixels	partial	crates/zelda3/src/zelda_rtl.rs	explicit swimming-state stroke/subpixel helper is ported; generic flag-moving caller remains deferred for current oracle parity
function	player.c	Player_SomethingWithVelocity_TiredOrSwim	partial	crates/zelda3/src/zelda_rtl.rs	swim/tired subpixel integration, actual velocity packing, moving-floor hook, and sand-drag tail are ported
function	player.c	Link_HandleMovingFloor	done	crates/zelda3/src/zelda_rtl.rs	moving-floor direction bits and floor-velocity application are ported
function	player.c	Link_ApplyMovingFloorVelocity	done	crates/zelda3/src/zelda_rtl.rs	moving-floor coordinate offset and orthogonal-direction reset are ported
function	player.c	Link_ApplyConveyor	done	crates/zelda3/src/zelda_rtl.rs	conveyor eligibility, direction bits, subpixel accumulation, and coordinate updates are ported
function	player.c	Link_HandleCardinalCollision	partial	crates/zelda3/src/zelda_rtl.rs	cardinal collision now includes diagonal kickback gate, double-layer moving-floor scaffold, pit idle check, slope ordering, tile main handler, and swim moving-floor direction cleanup
function	player.c	Link_HandleDiagonalKickback	partial	crates/zelda3/src/zelda_rtl.rs	diagonal slope deadlock detection, coordinate rollback, velocity rewrite, and C kickback adjustment tables are ported
function	player.c	RunSlopeCollisionChecks_VerticalFirst	partial	crates/zelda3/src/zelda_rtl.rs	vertical-first Y/X collision ordering now honors moving-against-diag skip bits
function	player.c	RunSlopeCollisionChecks_HorizontalFirst	partial	crates/zelda3/src/zelda_rtl.rs	horizontal-first X/Y collision ordering now honors moving-against-diag skip bits
function	player.c	CheckIfRoomNeedsDoubleLayerCheck	partial	crates/zelda3/src/zelda_rtl.rs	moving-floor lower-layer coordinate offset and related-floor cache writes are ported
function	player.c	CreateVelocityFromMovingBackground	partial	crates/zelda3/src/zelda_rtl.rs	moving-background coordinate restore and velocity carry-back are ported for double-layer collision checks
function	player.c	StartMovementCollisionChecks_Y	partial	crates/zelda3/src/zelda_rtl.rs	doorway-aware direction selection and indoor/outdoor dispatch are ported for active movement windows
function	player.c	StartMovementCollisionChecks_X	partial	crates/zelda3/src/zelda_rtl.rs	doorway-aware direction selection and indoor/outdoor dispatch are ported for active movement windows
function	player.c	StartMovementCollisionChecks_Y_HandleIndoors	partial	crates/zelda3/src/zelda_rtl.rs	doorway, slope, conveyor, stair, pit, spike, push-timeout, and snap routing are started for indoor Y collision
function	player.c	StartMovementCollisionChecks_X_HandleIndoors	partial	crates/zelda3/src/zelda_rtl.rs	indoor X collision now runs slope, conveyor, pit, spike, push-timeout, and snap routing after doorway checks
function	player.c	StartMovementCollisionChecks_Y_HandleOutdoors	partial	crates/zelda3/src/zelda_rtl.rs	outdoor Y collision now handles pit entry, readable/liftable bookkeeping, deep-water entry/exit setup, stairs, spike damage with cape/rebound side effects, and push snaps
function	player.c	StartMovementCollisionChecks_X_HandleOutdoors	partial	crates/zelda3/src/zelda_rtl.rs	outdoor X collision now handles pit entry, readable/liftable bookkeeping, deep-water entry/exit setup, ledge-blocking snaps, spike damage rebound, misc-bugfix slope gating, and push snaps
function	player.c	Link_ResetSwimmingState	done	crates/zelda3/src/player.rs	swimming state reset clears countdown/stroke/faster flags and acceleration arrays
function	player.c	Link_ResetStateAfterDamagingPit	done	crates/zelda3/src/player.rs	post-pit reset restores swimming state, player state, facing history, deep-water flag, damage immunity, and OAM-control flag
function	player.c	PlayerHandler_04_Swimming	done	crates/zelda3/src/player.rs	swimming handler action-state cleanup, animation cadence, hard-stroke acceleration, countdown, and movement tail dispatch are ported
function	player.c	Link_HandleSwimMovements	done	crates/zelda3/src/player.rs	swim direction selection, idle acceleration reset, direction-change cleanup, momentum setup, collision, velocity, animation, fallhole, and camera tail are ported
function	player.c	Link_HandleSwimAccels	done	crates/zelda3/src/player.rs	swim acceleration ramp and max-table snap behavior are ported
function	player.c	Link_SetTheMaxAccel	done	crates/zelda3/src/player.rs	swim max-accel readiness and inactive-axis reset behavior are ported
function	player.c	Link_FlagMaxAccels	done	crates/zelda3/src/player.rs	active swim acceleration promotion into max acceleration state is ported
function	player.c	Link_SetIceMaxAccel	done	crates/zelda3/src/player.rs	flag-moving swim ice max acceleration cap writes are ported
function	player.c	Link_SetMomentum	done	crates/zelda3/src/player.rs	swim momentum setup for pressed axes, direction latch, and starting max acceleration is ported
function	player.c	ResetAllAcceleration	done	crates/zelda3/src/player.rs	swim acceleration state arrays var1/3/5/7/9 are cleared like the C helper
function	player.c	Link_ResetSwordAndItemUsage	done	crates/zelda3/src/player.rs	speed, drag bits, spin delay, B button frames/mask, and direction lock reset are ported
function	player.c	Link_ForceUnequipCape_quietly	done	crates/zelda3/src/player.rs	quiet cape unequip state reset is ported
function	player.c	Link_ForceUnequipCape	partial	crates/zelda3/src/player.rs	cape-off SFX and quiet state reset are ported; cape poof ancilla remains deferred
function	player.c	HaltLinkWhenUsingItems	done	crates/zelda3/src/player.rs	floor/platform item-use halt state writes are ported
function	player.c	Link_HandleCape_passive_LiftCheck	done	crates/zelda3/src/player.rs	passive cape drain gate for item state and misc-bugfix grab/pull is ported
function	player.c	Player_CheckHandleCapeStuff	done	crates/zelda3/src/player.rs	cape active-item drain, depletion timer reset, magic decrement, and forced unequip are ported
function	player.c	CheckYButtonPress	done	crates/zelda3/src/player.rs	Y-button mask/incapacitated/input gate is ported
function	player.c	LinkCheckMagicCost	done	crates/zelda3/src/player.rs	magic-cost lookup, debit, no-magic SFX, and dialogue dispatch are ported
function	player.c	Refund_Magic	done	crates/zelda3/src/player.rs	magic refund lookup and misc-bugfix cap at 128 are ported
function	player.c	Link_ItemReset_FromOverworldThings	done	crates/zelda3/src/player.rs	overworld item reset clears animation/action/grab state and direction lock
function	player.c	LinkItem_Rod	partial	crates/zelda3/src/player.rs	Y-button/magic gate, rod pose timers, in-hand flag, SFX/debug state, and cleanup are ported; full rod shot ancilla remains deferred
function	player.c	LinkItem_Hammer	partial	crates/zelda3/src/player.rs	Y-button gate, hammer pose timers, direction lock, item flag, SFX timing, and cleanup are ported; tile hit/star side effects remain deferred
function	player.c	LinkItem_Bow	partial	crates/zelda3/src/player.rs	bow pose timers, arrow count debit, button cleanup, direction lock, and no-arrow SFX are ported; full arrow ancilla/HUD refresh remain deferred
function	player.c	LinkItem_Boomerang	partial	crates/zelda3/src/player.rs	boomerang Y-button gate, pose timer, direction lock, in-hand state, and reset path are ported; full boomerang ancilla remains deferred
function	player.c	Link_ResetBoomerangYStuff	done	crates/zelda3/src/player.rs	boomerang item/timer/button/direction-lock reset helper is ported
function	player.c	LinkItem_Bombs	partial	crates/zelda3/src/player.rs	bomb Y-button/follower/doorway gate, button cleanup, active-bomb limit selection, and item reset are ported; full bomb ancilla remains deferred
function	player.c	LinkItem_Book	partial	crates/zelda3/src/player.rs	book Y-button gate, no-tablet SFX, and desert-prayer dispatch are ported
function	player.c	Link_PerformDesertPrayer	done	crates/zelda3/src/player.rs	desert prayer submodule/module save, animation state, direction lock, ambient SFX, and music control writes are ported
function	player.c	LinkItem_Lamp	partial	crates/zelda3/src/player.rs	lamp Y-button gate, torch magic debit, input reset, and flame/powder ancilla placeholders are ported; dungeon torch lighting remains deferred
function	player.c	LinkItem_Powder	partial	crates/zelda3/src/player.rs	powder Y-button/mushroom/magic gate, pose timer table, velocity halt, powder spawn placeholder, and cleanup are ported; tile detect side effect remains deferred
function	player.c	LinkItem_ShovelAndFlute	done	crates/zelda3/src/player.rs	shovel/flute item dispatch based on flute inventory state is ported
function	player.c	LinkItem_Shovel	partial	crates/zelda3/src/player.rs	shovel Y-button gate, pose timer table, direction lock, hit/dirt/flute placeholder SFX, and cleanup are ported; tile detect/prize side effects remain deferred
function	player.c	LinkItem_Flute	partial	crates/zelda3/src/player.rs	flute countdown, Y-button gate, SFX, indoor/dark-world guards, duck/weather-vane placeholders, and pull-sprite clear are ported
function	player.c	LinkItem_Ether	partial	crates/zelda3/src/player.rs	Ether medallion Y-button/sword/menu/follower gates, magic debit, handler state, spin timers, and SFX are ported; full spell ancilla remains deferred
function	player.c	LinkState_UsingEther	partial	crates/zelda3/src/player.rs	Ether animation timer/state progression, repeat SFX, spell trigger latch, and recovery state clears are ported; full spell effect remains deferred
function	player.c	LinkItem_Bombos	partial	crates/zelda3/src/player.rs	Bombos medallion Y-button/sword/menu/follower gates, magic debit, handler state, spin timers, and SFX are ported; full spell ancilla remains deferred
function	player.c	LinkState_UsingBombos	partial	crates/zelda3/src/player.rs	Bombos animation timer/state progression, repeat SFX, spell trigger latch, and recovery state clears are ported; full spell effect remains deferred
function	player.c	LinkItem_Quake	partial	crates/zelda3/src/player.rs	Quake medallion Y-button/sword/menu/follower gates, magic debit, handler state, spin timers, jump mirrors, and SFX are ported; full spell ancilla remains deferred
function	player.c	LinkState_UsingQuake	partial	crates/zelda3/src/player.rs	Quake animation/jump timer progression, spell trigger latch, SFX, and recovery state clears are ported; full spell effect remains deferred
function	player.c	LinkItem_Mirror	partial	crates/zelda3/src/player.rs	mirror Y-button/follower/doorway/world gates, error message/SFX, button cleanup, and mirror dispatch are ported
function	player.c	DoSwordInteractionWithTiles_Mirror	partial	crates/zelda3/src/player.rs	outdoor mirror travel save, submodule transition setup, velocity clear, and mirror handler state are ported; indoor room-save path remains deferred
function	player.c	LinkState_CrossingWorlds	partial	crates/zelda3/src/player.rs	mirror crossing reset, deep-water/flipper branch, mirror retry branch, dash/input cleanup, memorized-tile clear, and final bunny/ground state are ported; mirror-bonk tile probe remains deferred
function	player.c	HandleFollowersAfterMirroring	partial	crates/zelda3/src/player.rs	follower/super-bomb cleanup, dwarf toggle placeholder, bunny/cape poof state, and cape unequip behavior after mirroring are ported
function	player.c	LinkItem_Hookshot	partial	crates/zelda3/src/player.rs	hookshot Y-button/doorway/drag gates, acceleration reset, handler state, direction lock, position mode, damage guard, and launch ancilla setup are ported
function	player.c	LinkState_Hookshotting	partial	crates/zelda3/src/player.rs	hookshot timeout cleanup, no-drag collision hold, basic latch release cleanup, tagalong carry, and handler reset are ported; full pull collision and level-transition side effects remain deferred
function	player.c	LinkItem_Cape	partial	crates/zelda3/src/player.rs	cape activation gate, no-magic prompt, depletion timers, active drain, and forced unequip are ported; cape poof ancilla remains deferred
function	player.c	LinkItem_CaneOfSomaria	partial	crates/zelda3/src/player.rs	Y-button/magic gate, Somaria pose timers, refund path, and button cleanup are ported; full Somaria block ancilla remains deferred
function	player.c	LinkItem_CaneOfByrna	partial	crates/zelda3/src/player.rs	Y-button/magic gate, Byrna pose timers, direction lock, SFX, and cleanup are ported; full Byrna spark ancilla remains deferred
function	player.c	LinkItem_Net	done	crates/zelda3/src/player.rs	bug-net Y-button gate, direction timer table, pose state, SFX, animation advance, and cleanup are ported
function	player.c	Link_Initialize	partial	crates/zelda3/src/player.rs	base initialization, misc-bugfix cleanup, and permabunny palette reload are ported
function	player.c	Link_ResetProperties_A	done	crates/zelda3/src/player.rs	top-level reset property chain is ported through B and C
function	player.c	Link_ResetProperties_B	done	crates/zelda3/src/player.rs	somaria, spin, fallhole, pickup cache, drag, OAM-control, and pit reset segment is ported
function	player.c	Link_ResetProperties_C	done	crates/zelda3/src/player.rs	item/action/spin/tile/input/state/cape/hookshot reset segment is ported
function	player.c	Link_HopInOrOutOfWater_Y	done	crates/zelda3/src/zelda_rtl.rs	Y-axis water hop recoil velocity, Z reset, timer, auxiliary state, electrocute clear, and player state are ported
function	player.c	Link_HopInOrOutOfWater_X	done	crates/zelda3/src/zelda_rtl.rs	X-axis water hop recoil velocity, timer, auxiliary state, electrocute clear, and player state are ported
function	player.c	RunLedgeHopTimer	done	crates/zelda3/src/zelda_rtl.rs	timer decrement, running bypass, previous-position restore, and subpixel clearing are ported
function	player.c	Link_FindValidLandingTile_North	partial	crates/zelda3/src/zelda_rtl.rs	north ledge landing search and recoil setup are started for outdoor Y collision
