# bank	id	variant_hash	step	voice	pitch	instrument	volume	pan	duration_frames	echo	command_delay_frames	scheduler_tick_index	dsp_pitch	volume_left	volume_right	adsr1	adsr2	gain	sample_offset
2	08	23f613ae	2	6	89	20	31	0	1	1	7	6	2860	31	31	254	106	184	0
2	08	5313f8e2	0	6	38	12	50	0	1	0	2	4	1202	50	50	254	224	184	0
2	08	6b23c9ae	0	7	38	12	50	0	1	1	2	4	1202	50	50	254	224	184	0
2	08	d354fdd9	0	5	38	12	50	0	1	0	2	3	1202	50	50	254	224	184	0
2	08	fe3695bd	0	6	38	12	50	0	1	1	2	4	1202	50	50	254	224	184	0
2	09	5ac4154b	0	5	63	12	50	0	1	1	2	6	2022	50	50	254	224	184	0
2	09	82a3218c	0	7	63	12	50	0	1	1	2	4	2022	50	50	254	224	184	0
2	09	8dbeb0b5	0	6	63	12	50	0	1	1	2	3	2022	50	50	254	224	184	0
2	09	a6a39391	0	7	63	12	50	0	1	1	2	6	2022	50	50	254	224	184	0
2	09	a906e4c2	0	7	63	12	50	0	1	0	2	3	2022	50	50	254	224	184	0
2	09	cedf1432	0	6	63	12	50	0	1	1	2	5	2022	50	50	254	224	184	0
2	09	dc4e36eb	0	7	63	12	50	0	1	1	2	4	2022	50	50	254	224	184	0
2	09	ea87a063	0	7	63	12	50	0	1	1	2	3	2022	50	50	254	224	184	0
2	09	fe9604b9	0	7	63	12	50	0	1	1	2	4	2022	50	50	254	224	184	0
2	0a	03238e3c	0	2	127	3	50	0	1	1	2	6	15626	50	50	254	248	184	0
2	0a	03238e3c	1	2	127	3	50	0	1	1	4	7	13923	50	50	254	248	184	0
2	0a	03238e3c	2	2	127	3	50	0	1	1	7	0	15626	50	50	254	248	184	0
2	0a	13229a6c	0	5	127	3	50	0	1	0	2	2	15626	50	50	254	248	184	0
2	0a	13229a6c	1	5	127	3	50	0	1	0	4	4	13923	50	50	254	248	184	0
2	0a	13229a6c	2	5	127	3	50	0	1	0	6	6	15626	50	50	254	248	184	0
2	0a	63d0477d	0	4	127	3	50	0	1	0	2	5	15626	50	50	254	248	184	0
2	0a	63d0477d	1	4	127	3	50	0	1	0	4	6	13923	50	50	254	248	184	0
2	0a	acc2032f	0	2	127	3	50	0	1	0	2	2	15626	50	50	254	248	184	0
2	0a	acc2032f	1	2	127	3	50	0	1	0	4	4	13923	50	50	254	248	184	0
2	0a	acc2032f	2	2	127	3	50	0	1	0	6	6	15626	50	50	254	248	184	0
2	0a	dea3d882	0	7	127	3	50	0	1	0	2	6	15626	50	50	254	248	184	0	576
2	0a	dea3d882	1	7	127	3	50	0	1	0	5	0	13923	50	50	254	248	184	0	576
2	0a	dea3d882	2	7	127	3	50	0	1	0	7	1	15626	50	50	254	248	184	0
2	0a	efff6ae3	0	4	127	3	50	0	1	1	2	5	15626	50	50	254	248	184	0
2	0a	efff6ae3	1	4	127	3	50	0	2	1	4	6	13923	50	50	254	248	184	0
2	0a	efff6ae3	2	4	127	3	50	0	1	1	7	0	15626	50	50	254	248	184	0
2	0b	44fe0888	0	3	84	11	63	0	3	1	2	4	2703	63	63	254	106	184	0
2	0b	44fe0888	1	3	100	11	63	0	1	1	7	0	3213	63	63	254	106	184	0
2	0b	82869d99	0	7	84	11	63	0	1	1	2	3	2703	63	63	254	106	184	0
2	0b	a68639e7	0	4	84	11	63	0	4	1	2	5	2703	63	63	254	106	184	0
2	0b	a68639e7	1	4	100	11	63	0	1	1	7	1	3213	63	63	254	106	184	0
2	0c	02125edc	0	6	42	13	18	0	1	0	2	4	1350	18	18	249	110	184	0
2	0c	abc15854	0	5	42	13	18	0	3	0	2	4	1377	18	18	249	110	184	0	576
2	0c	29c7545b	0	0	42	13	18	0	3	0	2	4	1350	18	18	249	110	184	0
2	0c	31e3660a	0	6	42	13	18	0	1	0	2	2	1350	18	18	249	110	184	0
2	0c	44a85d5d	0	7	42	13	18	0	1	0	2	4	1350	18	18	249	110	184	0
2	0c	73819f29	0	6	42	13	18	0	3	0	2	5	1350	18	18	249	110	184	0
2	0c	9683be4e	0	2	42	13	18	0	3	0	2	1	1350	18	18	249	110	184	0
2	0c	9683be4e	1	2	53	10	23	0	1	1	10	2	1689	23	23	138	233	184	0
2	0c	b16b351d	0	2	42	13	18	0	3	0	2	4	1350	18	18	249	110	184	0
2	0c	bc72eb75	0	7	42	13	18	0	3	0	2	5	1350	18	18	249	110	184	0
2	0c	bc72eb75	1	7	63	10	19	-67	1	1	9	4	2008	19	9	138	233	184	0
2	0c	e96181db	0	7	42	13	18	0	1	0	2	2	1350	18	18	249	110	184	0
2	0c	f1376b26	0	2	42	13	18	0	4	0	2	5	1350	18	18	249	110	184	0
2	0d	0e7cc076	0	6	127	14	44	0	1	0	2	3	12628	44	44	254	245	184	0
2	0d	0e7cc076	1	6	127	14	31	0	1	0	4	4	14175	31	31	254	245	184	0
2	0d	0e7cc076	2	6	127	14	18	0	1	0	6	5	15022	18	18	254	245	184	0
2	0d	b50e9e2a	0	2	127	14	44	0	1	0	2	3	12628	44	44	254	245	184	0
2	0d	b50e9e2a	1	2	127	14	31	0	1	0	4	5	14175	31	31	254	245	184	0
2	0d	b50e9e2a	2	2	127	14	18	0	1	0	6	7	15022	18	18	254	245	184	0
2	0d	d00b529c	0	3	127	14	44	0	1	0	2	4	12628	44	44	254	245	184	0
2	0d	d00b529c	1	3	127	14	31	0	1	0	4	6	14175	31	31	254	245	184	0
2	0d	d00b529c	2	3	127	14	18	0	2	0	6	7	15022	18	18	254	245	184	0
2	0d	f2476074	0	7	127	14	44	0	1	0	2	4	12628	44	44	254	245	184	0
2	0d	f4519b40	0	7	127	14	44	0	1	0	2	6	12628	44	44	254	245	184	0
2	0d	f4519b40	1	7	127	14	31	0	2	0	4	8	14175	31	31	254	245	184	0
2	0d	f4519b40	2	7	127	14	18	0	1	0	7	1	15022	18	18	254	245	184	0
2	0d	f5662b38	0	7	127	14	44	0	1	0	2	5	12628	44	44	254	245	184	0
2	0d	f5662b38	1	7	127	14	31	0	1	0	4	6	14175	31	31	254	245	184	0
2	0d	f5662b38	2	7	127	14	18	0	2	0	6	7	15022	18	18	254	245	184	0
2	0e	009ab516	0	5	113	20	50	0	1	0	2	2	3608	50	50	254	106	184	0
2	0e	009ab516	1	5	56	20	6	0	1	0	4	3	1802	6	6	254	106	184	0
2	0e	009ab516	2	5	127	20	56	0	1	0	6	6	4292	56	56	254	106	184	0
2	0e	009ab516	3	5	40	10	18	0	1	1	12	6	1265	18	18	138	233	184	0
2	0e	75287d35	0	7	113	20	50	0	1	1	2	4	3608	50	50	254	106	184	0
2	0e	75287d35	1	7	56	20	6	0	1	1	4	5	1802	6	6	254	106	184	0
2	0e	75287d35	2	7	127	20	56	0	2	1	6	8	4292	56	56	254	106	184	0
2	0e	a840fa2e	0	7	113	20	50	0	1	1	2	3	3608	50	50	254	106	184	0
2	0e	a840fa2e	1	7	56	20	6	0	1	1	4	4	1802	6	6	254	106	184	0
2	0e	a840fa2e	2	7	127	20	56	0	1	1	6	5	4292	56	56	254	106	184	0
2	0e	c40da6b4	0	5	113	20	50	0	1	1	2	3	3608	50	50	254	106	184	0
2	0e	c40da6b4	1	5	56	20	6	0	1	1	4	5	1802	6	6	254	106	184	0
2	0e	c40da6b4	2	5	127	20	56	0	1	1	6	7	4292	56	56	254	106	184	0
2	0f	2f1da60a	0	6	127	11	75	0	1	0	2	6	5412	75	75	254	106	184	0
2	0f	de197d17	0	3	127	11	75	0	7	0	2	1	5412	75	75	254	106	184	0
2	0f	de197d17	1	3	127	11	75	0	1	0	11	0	5733	75	75	254	106	184	0
2	0f	e613d7d2	0	7	127	11	75	0	8	0	2	3	5412	75	75	254	106	184	0
2	0f	e613d7d2	1	7	127	11	75	0	1	0	11	1	5733	75	75	254	106	184	0
2	10	01f021f6	0	7	117	14	18	0	7	0	2	2	3745	18	18	254	245	184	0
2	10	01f021f6	1	7	127	14	18	0	1	0	11	0	11242	18	18	254	245	184	0
2	10	02a4d30b	0	7	117	14	18	0	8	0	2	2	3745	18	18	254	245	184	0
2	10	02a4d30b	1	7	127	14	18	0	1	0	11	0	11242	18	18	254	245	184	0
2	11	0c413b0d	0	7	113	6	31	0	1	0	2	5	3606	31	31	254	106	112	0
2	13	1e2f6730	0	7	28	13	50	0	1	1	2	3	900	50	50	249	110	184	0
2	13	30f84e7f	0	6	28	13	50	0	9	1	2	2	900	50	50	249	110	184	0
2	13	5c5d546b	0	4	28	13	50	0	9	0	2	3	900	50	50	249	110	184	0
2	13	7fce45d7	0	5	28	13	50	0	9	0	2	2	900	50	50	249	110	184	0
2	13	a5a37179	0	2	28	13	50	0	9	0	2	5	900	50	50	249	110	184	0
2	13	ae090050	0	4	28	13	50	0	9	1	2	3	900	50	50	249	110	184	0
2	13	de6890e3	0	6	28	13	50	0	1	0	2	5	900	50	50	249	110	184	0
2	13	f1ece147	0	7	28	13	50	0	9	1	2	4	900	50	50	249	110	184	0
2	13	8212a1e6	0	4	28	13	50	0	0	0	0	0	885	50	50	249	110	184	0
2	14	af1b18ac	0	7	100	5	50	0	1	1	2	2	3213	50	50	254	106	112	0
2	14	c029bcae	0	5	100	5	50	0	1	1	2	2	3213	50	50	254	106	112	0
2	15	5e35c260	0	6	33	20	50	0	1	1	2	1	1070	50	50	142	224	184	0
2	15	5e35c260	1	6	33	20	6	0	1	1	4	4	1070	6	6	142	224	184	0
2	15	5e35c260	2	6	42	20	56	0	1	1	6	5	1350	56	56	142	224	184	0
2	19	562ade83	0	7	75	6	25	0	3	1	2	4	2406	25	25	254	106	112	0
2	19	562ade83	1	7	67	6	31	0	1	1	6	7	2145	31	31	254	106	112	0
2	19	7ff6fa8f	0	6	75	6	25	0	3	1	2	1	2406	25	25	254	106	112	0
2	19	7ff6fa8f	1	6	67	6	31	0	1	1	6	5	2145	31	31	254	106	112	0
2	1a	be1e765c	0	7	127	15	50	0	1	1	2	2	5406	50	50	254	245	184	0
2	1b	12f98ae8	0	5	127	14	37	0	1	0	2	3	11242	37	37	254	245	184	0
2	1b	72457086	0	3	127	14	37	0	1	0	2	6	11242	37	37	254	245	184	0
2	1b	a44764fc	0	2	127	14	0	0	0	0	2	6	11242	0	0	254	245	184	0
2	1b	a44764fc	1	3	127	14	37	0	0	0	2	6	11242	37	37	254	245	184	0
2	1b	a44764fc	2	2	127	14	37	0	0	0	2	6	11242	37	37	254	245	184	0
2	1c	5dbb4574	0	6	70	7	79	0	3	1	2	3	2250	79	79	254	106	112	0
2	1c	5dbb4574	1	6	79	7	79	0	3	1	6	2	2525	79	79	254	106	112	0
2	1c	c0e3fd08	0	5	70	7	79	0	2	0	2	1	2250	79	79	254	106	112	0
2	1c	c0e3fd08	1	5	79	7	79	0	4	0	5	8	2525	79	79	254	106	112	0
2	1c	d17d6474	0	5	70	7	79	0	3	0	2	3	2250	79	79	254	106	112	0
2	1f	8f40eb70	0	4	127	21	63	0	1	0	2	1	4808	63	63	255	224	184	0
2	20	16b9d554	0	7	127	15	50	0	1	0	2	4	10824	50	50	254	245	184	0
2	20	16b9d554	1	7	127	15	37	0	1	0	4	5	10824	37	37	254	245	184	0
2	20	16b9d554	2	7	127	15	25	0	2	0	6	8	10824	25	25	254	245	184	0
2	20	16b9d554	3	7	127	15	12	0	1	0	9	1	10824	12	12	254	245	184	0
2	20	16b9d554	4	7	127	15	6	0	1	0	11	2	10824	6	6	254	245	184	0
2	20	5909f7e2	0	7	127	15	50	0	1	0	2	5	10824	50	50	254	245	184	0
2	20	5909f7e2	1	7	127	15	37	0	1	0	4	7	10824	37	37	254	245	184	0
2	20	5909f7e2	2	7	127	15	25	0	1	0	7	0	10824	25	25	254	245	184	0
2	20	5909f7e2	3	7	127	15	12	0	1	0	9	2	10824	12	12	254	245	184	0
2	20	69243a79	0	7	127	15	50	0	1	0	2	5	10824	50	50	254	245	184	0
2	20	69243a79	1	7	127	15	37	0	2	0	4	8	10824	37	37	254	245	184	0
2	20	69243a79	2	7	127	15	25	0	1	0	7	1	10824	25	25	254	245	184	0
2	20	69243a79	3	7	127	15	12	0	1	0	9	2	10824	12	12	254	245	184	0
2	20	fbae0eb8	0	7	127	15	50	0	1	0	2	1	10824	50	50	254	245	184	0
2	20	fbae0eb8	1	7	127	15	37	0	1	0	4	4	10824	37	37	254	245	184	0
2	20	fbae0eb8	2	7	127	15	25	0	1	0	6	5	10824	25	25	254	245	184	0
2	20	fbae0eb8	3	7	127	15	12	0	1	0	8	6	10824	12	12	254	245	184	0
2	20	fbae0eb8	4	7	127	15	6	0	2	0	10	7	10824	6	6	254	245	184	0
2	24	0ec0fe7c	0	2	47	13	18	0	3	0	2	5	1515	18	18	249	110	184	0
2	24	0ec0fe7c	1	2	56	13	18	0	3	0	7	0	1803	18	18	249	110	184	0
2	24	0ec0fe7c	2	2	84	13	18	0	1	0	11	3	2703	18	18	249	110	184	0
2	24	5e4af45a	0	7	47	13	18	0	3	0	2	3	1515	18	18	249	110	184	0
2	24	5e4af45a	1	7	56	13	18	0	4	0	6	7	1803	18	18	249	110	184	0
2	24	863bfc77	0	7	47	13	18	0	3	0	2	3	1515	18	18	249	110	184	0
2	24	863bfc77	1	7	56	13	18	0	1	0	6	6	1803	18	18	249	110	184	0
2	24	c6ad828f	0	0	47	13	18	0	3	0	2	3	1515	18	18	249	110	184	0
2	24	c6ad828f	1	0	56	13	18	0	4	0	6	7	1803	18	18	249	110	184	0
2	24	c6ad828f	2	0	84	13	18	0	1	0	11	1	2703	18	18	249	110	184	0
2	24	dceac3bd	0	2	47	13	18	0	3	0	2	4	1515	18	18	249	110	184	0
2	24	dceac3bd	1	2	56	13	18	0	4	0	6	6	1803	18	18	249	110	184	0
2	24	dceac3bd	2	2	84	13	18	0	1	0	11	2	2703	18	18	249	110	184	0
2	24	a70e0405	0	5	47	13	18	0	3	0	2	1	1515	18	18	249	110	184	0
2	24	a70e0405	1	5	56	13	18	0	3	0	6	5	1803	18	18	249	110	184	0
2	24	a70e0405	2	5	84	13	18	0	1	0	11	0	2703	18	18	249	110	184	0
2	25	4e65a59e	0	7	89	20	63	0	1	1	2	3	2860	63	63	142	224	184	0
2	25	4e65a59e	1	7	84	20	63	0	1	1	4	5	2700	63	63	142	224	184	0
2	25	4e65a59e	2	7	33	5	50	0	1	1	6	6	1071	50	50	254	106	112	0
2	25	50393e8a	0	7	89	20	63	0	1	1	2	4	2860	63	63	142	224	184	0
2	25	50393e8a	1	7	84	20	63	0	1	1	4	5	2700	63	63	142	224	184	0
2	25	50393e8a	2	7	33	5	50	0	2	1	6	7	1071	50	50	254	106	112	0
2	25	50393e8a	3	7	25	5	56	0	1	1	9	0	801	56	56	254	106	112	0
2	25	fac89e07	0	7	89	20	63	0	1	1	2	5	2860	63	63	142	224	184	0
2	25	fac89e07	1	7	84	20	63	0	1	1	4	7	2700	63	63	142	224	184	0
2	25	fac89e07	2	7	33	5	50	0	1	1	7	1	1071	50	50	254	106	112	0
2	25	fac89e07	3	7	25	5	56	0	1	1	9	2	801	56	56	254	106	112	0
2	32	2522f6d4	0	5	67	4	69	0	1	1	2	6	2145	69	69	254	106	127	0
2	44	13013202	0	7	8	8	112	0	6	0	2	4	266	112	112	142	224	184	0
2	44	13013202	1	7	12	5	57	114	1	0	9	1	399	6	57	254	106	112	0
2	44	13013202	2	7	127	5	57	114	1	0	11	2	4290	6	57	254	106	112	0
2	44	644accfc	0	6	8	8	112	0	6	0	2	4	266	112	112	142	224	184	0
2	44	644accfc	1	6	12	5	57	114	1	0	9	1	399	6	57	254	106	112	0
2	44	644accfc	2	6	127	5	57	114	1	0	11	3	4290	6	57	254	106	112	0
2	47	7e468c14	0	7	28	12	66	114	1	1	2	4	900	7	66	254	224	184	0
2	47	7e468c14	1	7	33	12	66	114	1	1	4	5	1070	7	66	254	224	184	0
2	47	8401fc14	0	7	28	12	66	114	1	1	2	6	900	7	66	254	224	184	0
2	47	8401fc14	1	7	33	12	66	114	1	1	4	7	1070	7	66	254	224	184	0
2	49	ff16cc2b	0	7	63	12	76	114	1	1	2	5	2022	8	76	254	224	184	0
2	4a	610700ab	0	5	127	3	76	114	1	1	2	4	15626	8	76	254	248	184	0
2	4a	610700ab	1	5	127	3	76	114	1	1	4	5	13923	8	76	254	248	184	0
2	4a	610700ab	2	5	127	3	76	114	1	1	6	7	15626	8	76	254	248	184	0
2	4a	68b1423b	0	5	127	3	76	114	1	1	2	2	15626	8	76	254	248	184	0
2	4b	3af7637c	0	7	84	11	95	114	3	1	2	3	2703	10	95	254	106	184	0
2	4b	3af7637c	1	7	100	11	95	114	4	1	6	6	3213	10	95	254	106	184	0
2	4b	5f410a15	0	6	84	11	95	114	3	1	2	2	2703	10	95	254	106	184	0
2	4b	5f410a15	1	6	100	11	95	114	3	1	6	5	3213	10	95	254	106	184	0
2	4f	28b8b856	0	7	127	11	114	114	8	0	2	6	5412	12	114	254	106	184	0
2	4f	28b8b856	1	7	127	11	114	114	1	0	11	3	5733	12	114	254	106	184	0
2	4f	2f66d7e7	0	7	127	11	114	114	7	0	2	2	5412	12	114	254	106	184	0
2	4f	2f66d7e7	1	7	127	11	114	114	1	0	11	1	5733	12	114	254	106	184	0
2	4f	8c5d7512	0	5	127	11	114	114	8	0	2	5	5412	12	114	254	106	184	0
2	4f	8c5d7512	1	5	127	11	114	114	1	0	11	3	5733	12	114	254	106	184	0
2	4f	ede5b411	0	1	127	11	63	0	0	0	0	0	1350	63	63	254	106	184	0
2	4f	ede5b411	1	1	127	11	63	0	0	0	0	0	1431	63	63	254	106	184	0
2	4f	ede5b411	2	1	127	11	63	0	0	0	0	0	1515	63	63	254	106	184	0
2	4f	ede5b411	3	1	127	11	63	0	0	0	0	0	1605	63	63	254	106	184	0
2	4f	ede5b411	4	2	127	2	63	0	0	0	0	0	900	63	63	254	106	127	0
2	4f	ede5b411	5	2	127	2	63	0	0	0	0	0	1071	6	6	254	106	127	0
2	4f	ede5b411	6	3	127	11	63	0	0	0	0	0	2145	63	63	254	106	184	0
2	4f	ede5b411	7	3	127	11	63	0	0	0	0	0	2271	63	63	254	106	184	0
2	4f	ede5b411	8	3	127	11	63	0	0	0	0	0	2406	63	63	254	106	184	0
2	4f	ede5b411	9	3	127	11	63	0	0	0	0	0	2550	63	63	254	106	184	0
2	4f	ede5b411	10	4	127	11	63	0	0	0	0	0	3213	63	63	254	106	184	0
2	4f	ede5b411	11	4	127	11	63	0	0	0	0	0	3405	63	63	254	106	184	0
2	4f	ede5b411	12	4	127	11	63	0	0	0	0	0	3606	63	63	254	106	184	0
2	4f	ede5b411	13	4	127	11	63	0	0	0	0	0	3822	63	63	254	106	184	0
2	4f	ede5b411	14	5	127	11	114	114	0	0	0	0	5412	12	114	254	106	184	0
2	4f	ede5b411	15	5	127	11	114	114	0	0	0	0	5733	12	114	254	106	184	0
2	4f	ede5b411	16	5	127	11	114	114	0	0	0	0	6075	12	114	254	106	184	0
2	4f	ede5b411	17	5	127	11	114	114	0	0	0	0	6438	12	114	254	106	184	0
2	4f	ede5b411	18	2	127	2	6	0	0	0	0	0	801	6	6	254	106	127	0
2	4f	ede5b411	19	2	127	2	12	0	0	0	0	0	1071	12	12	254	106	127	0
2	4f	ede5b411	20	2	127	2	12	0	0	0	0	0	801	12	12	254	106	127	0
2	4f	ede5b411	21	2	127	2	25	0	0	0	0	0	1071	25	25	254	106	127	0
2	4f	ede5b411	22	2	127	2	25	0	0	0	0	0	801	25	25	254	106	127	0
2	4f	ede5b411	23	2	127	2	50	0	0	0	0	0	1071	50	50	254	106	127	0
2	4f	ede5b411	24	2	127	2	50	0	0	0	0	0	801	50	50	254	106	127	0
2	4f	ede5b411	25	2	127	2	50	0	0	0	0	0	1071	50	50	254	106	127	0
2	4f	ede5b411	26	2	127	2	50	0	0	0	0	0	801	50	50	254	106	127	0
2	4f	ede5b411	27	2	127	2	50	0	0	0	0	0	1071	50	50	254	106	127	0
2	4f	ede5b411	28	2	127	2	50	0	0	0	0	0	801	50	50	254	106	127	0
2	53	08005398	0	6	28	13	76	114	9	1	2	5	900	8	76	249	110	184	0
2	53	3ce9cea0	0	7	28	13	76	114	1	1	2	4	900	8	76	249	110	184	0
2	53	9e3e2864	0	7	28	13	76	114	9	1	2	2	900	8	76	249	110	184	0
2	53	ebbdd272	0	6	28	13	76	114	1	1	2	6	900	8	76	249	110	184	0
2	53	f26eca85	0	7	28	13	76	114	9	1	2	4	900	8	76	249	110	184	0
2	59	4c2b7aa7	0	4	75	6	38	114	3	0	2	2	2406	4	38	254	106	112	0
2	59	4c2b7aa7	1	4	67	6	47	113	1	0	6	5	2145	5	47	254	106	112	0
2	59	9a99df45	0	7	75	6	38	114	3	1	2	4	2406	4	38	254	106	112	0
2	59	9a99df45	1	7	67	6	47	113	1	1	7	0	2145	5	47	254	106	112	0
2	59	d3bcf981	0	5	75	6	38	114	3	1	2	3	2406	4	38	254	106	112	0
2	59	d3bcf981	1	5	67	6	47	113	1	1	6	6	2145	5	47	254	106	112	0
2	5c	552459fc	0	5	70	7	119	114	3	1	2	5	2250	12	119	254	106	112	0
2	5c	806258b0	0	6	70	7	119	114	3	1	2	5	2250	12	119	254	106	112	0
2	5c	806258b0	1	6	79	7	119	114	3	1	6	4	2525	12	119	254	106	112	0
2	5c	d7e58b86	0	6	70	7	119	114	2	1	2	1	2250	12	119	254	106	112	0
2	5c	d7e58b86	1	6	79	7	119	114	3	1	6	0	2525	12	119	254	106	112	0
2	87	03fdce22	0	7	28	12	66	-114	1	1	2	3	900	66	7	254	224	184	0
2	87	03fdce22	1	7	33	12	66	-114	1	1	4	5	1070	66	7	254	224	184	0
2	87	279569b0	0	6	28	12	66	-114	1	1	2	3	900	66	7	254	224	184	0
2	87	279569b0	1	6	33	12	66	-114	1	1	4	4	1070	66	7	254	224	184	0
2	87	c3fd318c	0	4	28	12	66	-114	1	1	2	6	900	66	7	254	224	184	0
2	87	c3fd318c	1	4	33	12	66	-114	1	1	4	7	1070	66	7	254	224	184	0
2	87	cc9647e4	0	6	28	12	66	-114	1	1	2	6	900	66	7	254	224	184	0
2	87	cc9647e4	1	6	33	12	66	-114	1	1	4	7	1070	66	7	254	224	184	0
2	88	5952babe	0	5	38	12	76	-114	1	0	2	3	1202	76	8	254	224	184	0
2	89	346246ef	0	5	63	12	76	-114	1	0	2	4	2022	76	8	254	224	184	0
2	89	5aa72d68	0	6	63	12	76	-114	1	0	2	3	2022	76	8	254	224	184	0
2	89	a2e7f90a	0	7	63	12	76	-114	1	1	2	3	2022	76	8	254	224	184	0
2	89	f0b6e9b0	0	7	63	12	76	-114	1	0	2	3	2022	76	8	254	224	184	0
2	8a	7b8cda37	0	4	127	3	76	-114	1	1	2	3	15626	76	8	254	248	184	0
2	8a	7b8cda37	1	4	127	3	76	-114	1	1	4	5	13923	76	8	254	248	184	0
2	8a	7b8cda37	2	4	127	3	76	-114	1	1	6	6	15626	76	8	254	248	184	0
2	8b	1d798ce6	0	6	84	11	95	-114	3	1	2	4	2703	95	10	254	106	184	0
2	8b	1d798ce6	1	6	100	11	95	-114	4	1	6	7	3213	95	10	254	106	184	0
2	8b	58821e10	0	7	84	11	95	-114	3	1	2	4	2703	95	10	254	106	184	0
2	8b	58821e10	1	7	100	11	95	-114	4	1	6	8	3213	95	10	254	106	184	0
2	8f	e9a25fea	0	7	127	11	114	-114	8	0	2	2	5412	114	12	254	106	184	0
2	8f	e9a25fea	1	7	127	11	114	-114	1	0	11	0	5733	114	12	254	106	184	0
2	93	253a7819	0	6	28	13	76	-114	9	1	2	3	900	76	8	249	110	184	0
2	93	6788bb9e	0	7	28	13	76	-114	1	1	2	2	900	76	8	249	110	184	0
2	93	fb6d049d	0	6	28	13	76	-114	1	1	2	3	900	76	8	249	110	184	0
2	94	d14fafe0	0	6	100	5	76	-114	1	1	2	5	3213	76	8	254	106	112	0
2	94	ef7febcb	0	7	100	5	76	-114	1	1	2	4	3213	76	8	254	106	112	0
2	94	ef7febcb	1	7	84	5	9	-113	1	1	4	5	2703	9	1	254	106	112	0
2	94	ef7febcb	2	7	127	5	85	-114	2	1	6	8	4290	85	9	254	106	112	0
2	9c	cb9568ed	0	6	70	7	119	-114	2	1	2	1	2250	119	12	254	106	112	0
2	9c	cb9568ed	1	6	79	7	119	-114	1	1	6	0	2525	119	12	254	106	112	0
2	9c	d2784eac	0	6	70	7	119	-114	3	1	2	5	2250	119	12	254	106	112	0
2	9c	d2784eac	1	6	79	7	119	-114	3	1	6	4	2525	119	12	254	106	112	0
2	a6	17676663	0	7	127	0	95	-114	1	1	2	2	4818	95	10	246	106	184	0
2	a6	ed41a6b3	0	6	127	0	95	-114	1	1	2	4	4818	95	10	246	106	184	0
