# track	lead_in	voice	pitch	instrument	volume	pan	start_frame	duration_frames	dsp_pitch	sample_offset	volume_left	volume_right	adsr1	adsr2	gain	echo_send	keyoff_sample_offset
10	3	3	14	10	34	-105	6033	20	1788	106	34	6	138	233	184	1	370
10	3	4	8	2	23	0	6033	11	965	106	23	23	255	224	184	1	312
10	3	6	14	10	16	-95	6042	20	1788	164	16	4	138	233	184	1	364
10	3	0	20	11	32	79	6046	6	2550	460	12	32	255	224	184	1	264
10	3	1	6	10	16	111	6046	25	708	460	2	16	138	233	184	1	422
10	3	2	15	11	34	-105	6046	6	1911	460	34	6	255	224	184	1	264
10	3	4	8	2	23	0	6046	12	1023	460	23	23	255	224	184	1	132
10	3	3	11	10	34	-105	6055	7	1419	518	34	6	138	233	184	1	364
10	3	0	18	11	32	79	6060	6	2271	216	12	32	255	224	184	1	84
10	3	2	13	11	34	-105	6060	6	1701	216	34	6	255	224	184	1	84
10	3	4	7	2	23	0	6060	11	916	216	23	23	255	224	184	1	422
10	3	3	14	10	34	-105	6064	7	1788	512	34	6	138	233	184	1	422
10	3	6	11	10	16	-95	6064	7	1419	512	16	4	138	233	184	1	422
10	3	1	6	10	16	111	6074	52	751	36	2	16	138	233	184	1	172
10	3	3	12	10	34	-105	6074	156	1503	36	34	6	138	233	184	1	508
10	3	4	8	2	23	0	6074	8	965	36	23	23	255	224	184	1	52
10	3	6	14	10	16	-95	6074	6	1788	36	16	4	138	233	184	1	480
10	3	6	12	10	16	-95	6083	47	1503	94	16	4	138	233	184	1	468
10	3	0	19	11	32	79	6087	6	2406	390	12	32	255	224	184	1	194
10	3	2	14	11	34	-105	6087	6	1803	390	34	6	255	224	184	1	194
10	3	4	8	2	23	0	6087	16	965	390	23	23	255	224	184	1	358
10	3	0	19	11	32	79	6115	5	2406	30	12	32	255	224	184	1	368
10	3	2	14	11	34	-105	6115	5	1803	30	34	6	255	224	184	1	368
10	3	4	8	2	23	0	6115	7	965	30	23	23	255	224	184	1	516
10	3	0	17	11	32	79	6128	6	2145	320	12	32	255	224	184	1	188
10	3	1	5	10	16	111	6128	52	669	320	2	16	138	233	184	1	520
10	3	2	13	11	34	-105	6128	6	1605	320	34	6	255	224	184	1	188
10	3	4	7	2	23	0	6128	24	858	320	23	23	255	224	184	1	240
10	3	6	9	10	16	-95	6137	102	1126	378	16	4	138	233	184	1	374
10	3	5	19	11	18	78	6146	3	2406	436	7	18	255	224	184	1	50
10	3	5	21	11	21	79	6151	2	2703	198	8	21	255	224	184	1	346
10	3	0	17	11	32	79	6155	6	2145	494	12	32	255	224	184	1	298
10	3	2	13	11	34	-105	6155	6	1605	494	34	6	255	224	184	1	298
10	3	5	22	11	24	79	6155	3	2862	494	9	24	255	224	184	1	108
10	3	5	24	11	28	82	6160	2	3033	256	10	28	255	224	184	1	404
10	3	5	27	11	32	79	6165	2	3405	18	12	32	255	224	184	1	166
10	3	0	19	11	32	79	6169	6	2406	314	12	32	255	224	184	1	118
10	3	2	14	11	34	-105	6169	6	1803	314	34	6	255	224	184	1	118
10	3	4	8	2	23	0	6169	11	965	314	23	23	255	224	184	1	520
10	3	5	28	11	32	79	6169	6	3606	314	12	32	255	224	184	1	118
10	3	1	6	10	16	111	6183	52	751	70	2	16	138	233	184	1	270
10	3	0	19	11	32	79	6196	6	2406	424	12	32	255	224	184	1	292
10	3	2	14	11	34	-105	6196	6	1803	424	34	6	255	224	184	1	292
10	3	4	8	2	23	0	6196	12	965	424	23	23	255	224	184	1	96
10	3	5	28	11	32	79	6196	6	3606	424	12	32	255	224	184	1	292
10	3	0	19	11	32	79	6210	6	2406	244	12	32	255	224	184	1	48
10	3	2	14	11	34	-105	6210	6	1803	244	34	6	255	224	184	1	48
10	3	4	8	2	23	0	6210	11	965	244	23	23	255	224	184	1	450
10	3	5	28	11	32	79	6210	6	3606	244	12	32	255	224	184	1	48
10	3	0	19	11	32	79	6224	4	2406	64	12	32	255	224	184	1	360
10	3	2	14	11	34	-105	6224	2	1803	64	34	6	255	224	184	1	212
10	3	4	8	2	23	0	6224	4	965	64	23	23	255	224	184	1	360
10	3	5	28	11	32	79	6224	2	3606	64	12	32	255	224	184	1	212
10	3	0	19	11	32	79	6230	5	2406	508	12	32	255	224	184	1	270
10	3	2	14	11	34	-105	6230	3	1803	508	34	6	255	224	184	1	122
10	3	4	8	2	23	0	6230	5	965	508	23	23	255	224	184	1	270
10	3	5	28	11	32	79	6230	3	3606	508	12	32	255	224	184	1	122
10	3	0	19	11	32	79	6237	6	2406	418	12	32	255	224	184	1	222
10	3	1	6	10	16	111	6237	25	796	418	2	16	138	233	184	1	380
10	3	2	14	11	34	-105	6237	6	1803	418	34	6	255	224	184	1	222
10	3	4	8	2	23	0	6237	12	965	418	23	23	255	224	184	1	26
10	3	5	34	11	32	79	6237	6	4290	418	12	32	255	224	184	1	222
10	3	0	19	11	32	79	6251	6	2406	174	12	32	255	224	184	1	42
10	3	2	14	11	34	-105	6251	6	1803	174	34	6	255	224	184	1	42
10	3	4	8	2	23	0	6251	11	965	174	23	23	255	224	184	1	380
10	3	5	34	11	32	79	6251	6	4290	174	12	32	255	224	184	1	42
10	3	0	20	11	32	79	6264	6	2550	528	12	32	255	224	184	1	396
10	3	1	6	10	16	111	6264	26	708	528	2	16	138	233	184	1	20
10	3	2	15	11	34	-105	6264	6	1911	528	34	6	255	224	184	1	396
10	3	4	8	2	23	0	6264	12	1023	528	23	23	255	224	184	1	200
10	3	5	30	11	24	79	6264	5	3822	528	9	24	255	224	184	1	290
10	3	5	28	11	24	79	6271	5	3606	438	9	24	255	224	184	1	200
10	3	0	18	11	32	79	6278	6	2271	348	12	32	255	224	184	1	152
10	3	2	13	11	34	-105	6278	6	1701	348	34	6	255	224	184	1	152
10	3	4	7	2	23	0	6278	12	916	348	23	23	255	224	184	1	20
10	3	5	27	11	24	79	6278	5	3405	348	9	24	255	224	184	1	110
10	3	5	25	11	24	79	6285	2	3213	258	9	24	255	224	184	1	406
10	3	1	8	10	16	111	6292	52	1003	168	2	16	138	233	184	1	304
10	3	3	16	10	34	-105	6292	145	2008	168	34	6	138	233	184	1	370
10	3	4	10	2	23	0	6292	8	1296	168	23	23	255	224	184	1	120
10	3	0	25	11	32	79	6305	6	3213	458	12	32	255	224	184	1	326
10	3	2	19	11	34	-105	6305	6	2406	458	34	6	255	224	184	1	326
10	3	4	10	2	23	0	6305	16	1296	458	23	23	255	224	184	1	426
10	3	0	25	11	32	79	6333	5	3213	98	12	32	255	224	184	1	436
10	3	2	19	11	34	-105	6333	5	2406	98	34	6	255	224	184	1	436
10	3	4	10	2	23	0	6333	8	1296	98	23	23	255	224	184	1	50
10	3	0	22	11	32	79	6346	6	2862	452	12	32	255	224	184	1	256
10	3	1	7	10	16	111	6346	53	894	452	2	16	138	233	184	1	54
10	3	2	17	11	34	-105	6346	6	2145	452	34	6	255	224	184	1	256
10	3	4	9	2	23	0	6346	24	1150	452	23	23	255	224	184	1	372
10	3	0	22	11	32	79	6374	5	2862	28	12	32	255	224	184	1	430
10	3	2	17	11	34	-105	6374	5	2145	28	34	6	255	224	184	1	430
10	3	0	25	11	32	79	6387	6	3213	382	12	32	255	224	184	1	250
10	3	2	19	11	34	-105	6387	6	2406	382	34	6	255	224	184	1	250
10	3	4	10	2	23	0	6387	12	1296	382	23	23	255	224	184	1	54
10	3	1	8	10	16	111	6401	52	1003	202	2	16	138	233	184	1	338
10	3	0	25	11	32	79	6415	5	3213	22	12	32	255	224	184	1	360
10	3	2	19	11	34	-105	6415	5	2406	22	34	6	255	224	184	1	360
10	3	4	10	2	23	0	6415	11	1296	22	23	23	255	224	184	1	228
10	3	0	25	11	32	79	6428	6	3213	312	12	32	255	224	184	1	180
10	3	2	19	11	34	-105	6428	6	2406	312	34	6	255	224	184	1	180
10	3	4	10	2	23	0	6428	11	1296	312	23	23	255	224	184	1	518
10	3	0	25	11	32	79	6442	4	3213	132	12	32	255	224	184	1	428
10	3	2	19	11	34	-105	6442	4	2406	132	34	6	255	224	184	1	428
10	3	3	16	10	34	-105	6442	11	2008	132	34	6	138	233	184	1	338
10	3	4	10	2	23	0	6442	4	1296	132	23	23	255	224	184	1	428
10	3	0	25	11	32	79	6449	4	3213	42	12	32	255	224	184	1	338
10	3	2	19	11	34	-105	6449	4	2406	42	34	6	255	224	184	1	338
10	3	4	10	2	23	0	6449	4	1296	42	23	23	255	224	184	1	338
10	3	0	25	11	32	79	6455	6	3213	486	12	32	255	224	184	1	290
10	3	1	8	10	16	111	6455	25	1063	486	2	16	138	233	184	1	512
10	3	2	19	11	34	-105	6455	6	2406	486	34	6	255	224	184	1	290
10	3	3	21	10	34	-105	6455	16	2681	486	34	6	138	233	184	1	454
10	3	4	10	2	23	0	6455	12	1296	486	23	23	255	224	184	1	158
10	3	0	25	11	32	79	6469	6	3213	306	12	32	255	224	184	1	110
10	3	2	19	11	34	-105	6469	6	2406	306	34	6	255	224	184	1	110
10	3	4	10	2	23	0	6469	11	1296	306	23	23	255	224	184	1	512
10	3	3	19	10	34	-105	6474	15	2388	68	34	6	138	233	184	1	506
10	3	0	27	11	32	79	6483	5	3405	126	12	32	255	224	184	1	464
10	3	1	7	10	16	111	6483	25	946	126	2	16	138	233	184	1	88
10	3	2	20	11	34	-105	6483	5	2550	126	34	6	255	224	184	1	464
10	3	4	11	2	23	0	6483	11	1374	126	23	23	255	224	184	1	268
10	3	6	19	10	16	-95	6483	16	2388	126	16	4	138	233	184	1	30
10	3	3	17	10	34	-105	6492	7	2128	120	34	6	138	233	184	1	30
10	3	0	24	11	32	79	6496	6	3033	416	12	32	255	224	184	1	284
10	3	2	18	11	34	-105	6496	6	2271	416	34	6	255	224	184	1	284
10	3	4	10	2	23	0	6496	12	1218	416	23	23	255	224	184	1	88
10	3	3	15	10	34	-105	6501	7	1895	178	34	6	138	233	184	1	88
10	3	6	17	10	16	-95	6501	7	2128	178	16	4	138	233	184	1	88
10	3	1	8	10	16	111	6510	52	1003	236	2	16	138	233	184	1	372
10	3	3	16	10	34	-105	6510	157	2008	236	34	6	138	233	184	1	174
10	3	4	10	2	23	0	6510	8	1296	236	23	23	255	224	184	1	252
10	3	6	15	10	16	-95	6510	7	1895	236	16	4	138	233	184	1	146
10	3	6	16	10	16	-95	6519	48	2008	294	16	4	138	233	184	1	134
10	3	0	25	11	32	79	6524	5	3213	56	12	32	255	224	184	1	394
10	3	2	19	11	34	-105	6524	5	2406	56	34	6	255	224	184	1	394
10	3	4	10	2	23	0	6524	16	1296	56	23	23	255	224	184	1	24
10	3	0	25	11	32	79	6551	6	3213	166	12	32	255	224	184	1	34
10	3	2	19	11	34	-105	6551	6	2406	166	34	6	255	224	184	1	34
10	3	4	10	2	23	0	6551	8	1296	166	23	23	255	224	184	1	182
10	3	0	22	11	32	79	6564	6	2862	520	12	32	255	224	184	1	388
10	3	1	7	10	16	111	6564	53	894	520	2	16	138	233	184	1	122
10	3	2	17	11	34	-105	6564	6	2145	520	34	6	255	224	184	1	388
10	3	4	9	2	23	0	6564	24	1150	520	23	23	255	224	184	1	440
10	3	6	12	10	16	-95	6574	102	1503	44	16	4	138	233	184	1	168
10	3	5	25	11	18	78	6583	2	3213	102	7	18	255	224	184	1	250
10	3	5	28	11	21	79	6587	3	3606	398	8	21	255	224	184	1	12
10	3	0	22	11	32	79	6592	5	2862	160	12	32	255	224	184	1	498
10	3	2	17	11	34	-105	6592	5	2145	160	34	6	255	224	184	1	498
10	3	5	30	11	24	79	6592	2	3822	160	9	24	255	224	184	1	308
10	3	5	32	11	28	82	6596	3	4050	456	10	28	255	224	184	1	70
10	3	5	36	11	32	79	6601	2	4545	218	12	32	255	224	184	1	366
10	3	0	25	11	32	79	6605	6	3213	514	12	32	255	224	184	1	318
10	3	2	19	11	34	-105	6605	6	2406	514	34	6	255	224	184	1	318
10	3	4	10	2	23	0	6605	12	1296	514	23	23	255	224	184	1	122
10	3	5	38	11	32	79	6605	42	4818	514	12	32	255	224	184	1	486
10	3	1	8	10	16	111	6619	52	1003	270	2	16	138	233	184	1	470
10	3	0	25	11	32	79	6633	5	3213	90	12	32	255	224	184	1	492
10	3	2	19	11	34	-105	6633	5	2406	90	34	6	255	224	184	1	492
10	3	4	10	2	23	0	6633	11	1296	90	23	23	255	224	184	1	296
10	3	0	25	11	32	79	6646	6	3213	444	12	32	255	224	184	1	248
10	3	2	19	11	34	-105	6646	6	2406	444	34	6	255	224	184	1	248
10	3	4	10	2	23	0	6646	12	1296	444	23	23	255	224	184	1	116
10	3	0	25	11	32	79	6660	5	3213	264	12	32	255	224	184	1	26
10	3	2	19	11	34	-105	6660	2	2406	264	34	6	255	224	184	1	412
10	3	4	10	2	23	0	6660	5	1296	264	23	23	255	224	184	1	26
10	3	5	38	11	32	79	6660	2	4818	264	12	32	255	224	184	1	412
10	3	0	25	11	32	79	6667	4	3213	174	12	32	255	224	184	1	470
10	3	2	19	11	34	-105	6667	2	2406	174	34	6	255	224	184	1	322
10	3	4	10	2	23	0	6667	4	1296	174	23	23	255	224	184	1	470
10	3	5	38	11	32	79	6667	2	4818	174	12	32	255	224	184	1	322
10	3	0	25	11	32	79	6674	5	3213	20	12	32	255	224	184	1	422
10	3	1	8	10	16	111	6674	25	1063	20	2	16	138	233	184	1	46
10	3	2	19	11	34	-105	6674	5	2406	20	34	6	255	224	184	1	422
10	3	4	10	2	23	0	6674	11	1296	20	23	23	255	224	184	1	226
10	3	5	45	11	32	79	6674	5	5733	20	12	32	255	224	184	1	422
10	3	0	25	11	32	79	6687	6	3213	374	12	32	255	224	184	1	242
10	3	2	19	11	34	-105	6687	6	2406	374	34	6	255	224	184	1	242
10	3	4	10	2	23	0	6687	12	1296	374	23	23	255	224	184	1	46
10	3	5	45	11	32	79	6687	6	5733	374	12	32	255	224	184	1	242
10	3	0	27	11	32	79	6701	5	3405	194	12	32	255	224	184	1	532
10	3	1	7	10	16	111	6701	25	946	194	2	16	138	233	184	1	220
10	3	2	20	11	34	-105	6701	5	2550	194	34	6	255	224	184	1	532
10	3	4	11	2	23	0	6701	11	1374	194	23	23	255	224	184	1	400
10	3	5	40	11	32	79	6701	4	5106	194	12	32	255	224	184	1	490
10	3	5	38	11	32	79	6708	4	4818	104	12	32	255	224	184	1	400
10	3	0	24	11	32	79	6715	5	3033	14	12	32	255	224	184	1	352
10	3	2	18	11	34	-105	6715	5	2271	14	34	6	255	224	184	1	352
10	3	4	10	2	23	0	6715	11	1218	14	23	23	255	224	184	1	220
10	3	5	36	11	32	79	6715	4	4545	14	12	32	255	224	184	1	310
10	3	5	34	11	32	79	6721	3	4290	458	12	32	255	224	184	1	72
10	3	1	6	10	16	111	6728	52	751	368	2	16	138	233	184	1	504
10	3	3	12	10	34	-105	6728	146	1503	368	34	6	138	233	184	1	36
10	3	4	8	2	23	0	6728	8	965	368	23	23	255	224	184	1	320
10	3	6	12	10	16	-95	6737	48	1503	362	16	4	138	233	184	1	266
10	3	0	19	11	32	79	6742	5	2406	124	12	32	255	224	184	1	526
10	3	2	14	11	34	-105	6742	5	1803	124	34	6	255	224	184	1	526
10	3	4	8	2	23	0	6742	16	965	124	23	23	255	224	184	1	92
10	3	0	19	11	32	79	6769	6	2406	298	12	32	255	224	184	1	102
10	3	2	14	11	34	-105	6769	6	1803	298	34	6	255	224	184	1	102
10	3	4	8	2	23	0	6769	8	965	298	23	23	255	224	184	1	250
10	3	0	17	11	32	79	6783	5	2145	118	12	32	255	224	184	1	456
10	3	1	5	10	16	111	6783	52	669	118	2	16	138	233	184	1	254
10	3	2	13	11	34	-105	6783	5	1605	118	34	6	255	224	184	1	456
10	3	4	7	2	23	0	6783	24	858	118	23	23	255	224	184	1	38
10	3	6	9	10	16	-95	6792	91	1126	176	16	4	138	233	184	1	94
10	3	0	17	11	32	79	6810	6	2145	228	12	32	255	224	184	1	96
10	3	2	13	11	34	-105	6810	6	1605	228	34	6	255	224	184	1	96
10	3	0	19	11	32	79	6824	5	2406	48	12	32	255	224	184	1	386
10	3	2	14	11	34	-105	6824	5	1803	48	34	6	255	224	184	1	386
10	3	4	8	2	23	0	6824	11	965	48	23	23	255	224	184	1	254
10	3	1	6	10	16	111	6837	53	751	402	2	16	138	233	184	1	4
10	3	0	19	11	32	79	6851	6	2406	222	12	32	255	224	184	1	26
10	3	2	14	11	34	-105	6851	6	1803	222	34	6	255	224	184	1	26
10	3	4	8	2	23	0	6851	11	965	222	23	23	255	224	184	1	364
10	3	0	19	11	32	79	6864	6	2406	512	12	32	255	224	184	1	380
10	3	2	14	11	34	-105	6864	6	1803	512	34	6	255	224	184	1	380
10	3	4	8	2	23	0	6864	12	965	512	23	23	255	224	184	1	184
10	3	0	19	11	32	79	6878	5	2406	332	12	32	255	224	184	1	94
10	3	2	14	11	34	-105	6878	5	1803	332	34	6	255	224	184	1	94
10	3	3	12	10	34	-105	6878	12	1503	332	34	6	138	233	184	1	4
10	3	4	8	2	23	0	6878	5	965	332	23	23	255	224	184	1	94
10	3	0	19	11	32	79	6885	5	2406	242	12	32	255	224	184	1	4
10	3	2	14	11	34	-105	6885	5	1803	242	34	6	255	224	184	1	4
10	3	4	8	2	23	0	6885	5	965	242	23	23	255	224	184	1	4
10	3	6	12	10	16	-95	6887	8	1503	390	16	4	138	233	184	1	22
10	3	0	19	11	32	79	6892	5	2406	152	12	32	255	224	184	1	490
10	3	1	6	10	16	111	6892	25	796	152	2	16	138	233	184	1	178
10	3	2	14	11	34	-105	6892	5	1803	152	34	6	255	224	184	1	490
10	3	3	12	10	34	-105	6892	11	1593	152	34	6	138	233	184	1	358
10	3	4	8	2	23	0	6892	11	965	152	23	23	255	224	184	1	358
10	3	0	19	11	32	79	6905	6	2406	506	12	32	255	224	184	1	310
10	3	2	14	11	34	-105	6905	6	1803	506	34	6	255	224	184	1	310
10	3	3	14	10	34	-105	6905	21	1788	506	34	6	138	233	184	1	172
10	3	4	8	2	23	0	6905	12	965	506	23	23	255	224	184	1	178
10	3	0	20	11	32	79	6919	6	2550	262	12	32	255	224	184	1	130
10	3	1	6	10	16	111	6919	25	708	262	2	16	138	233	184	1	288
10	3	2	15	11	34	-105	6919	6	1911	262	34	6	255	224	184	1	130
10	3	4	8	2	23	0	6919	11	1023	262	23	23	255	224	184	1	468
10	3	3	11	10	34	-105	6928	7	1419	320	34	6	138	233	184	1	230
10	3	0	18	11	32	79	6933	5	2271	82	12	32	255	224	184	1	484
10	3	2	13	11	34	-105	6933	5	1701	82	34	6	255	224	184	1	484
10	3	4	7	2	23	0	6933	11	916	82	23	23	255	224	184	1	288
10	3	3	14	10	34	-105	6937	7	1788	378	34	6	138	233	184	1	288
10	3	6	11	10	16	-95	6937	7	1419	378	16	4	138	233	184	1	288
10	3	1	6	10	16	111	6946	53	751	436	2	16	138	233	184	1	38
10	3	3	12	10	34	-105	6946	157	1503	436	34	6	138	233	184	1	310
10	3	4	8	2	23	0	6946	8	965	436	23	23	255	224	184	1	388
10	3	6	14	10	16	-95	6946	7	1788	436	16	4	138	233	184	1	346
10	3	6	12	10	16	-95	6955	48	1503	494	16	4	138	233	184	1	334
10	3	0	19	11	32	79	6960	6	2406	256	12	32	255	224	184	1	60
10	3	2	14	11	34	-105	6960	6	1803	256	34	6	255	224	184	1	60
10	3	4	8	2	23	0	6960	16	965	256	23	23	255	224	184	1	224
10	3	0	19	11	32	79	6987	6	2406	366	12	32	255	224	184	1	234
10	3	2	14	11	34	-105	6987	6	1803	366	34	6	255	224	184	1	234
10	3	4	8	2	23	0	6987	8	965	366	23	23	255	224	184	1	382
10	3	0	17	11	32	79	7001	6	2145	186	12	32	255	224	184	1	54
10	3	1	5	10	16	111	7001	52	669	186	2	16	138	233	184	1	322
10	3	2	13	11	34	-105	7001	6	1605	186	34	6	255	224	184	1	54
10	3	4	7	2	23	0	7001	24	858	186	23	23	255	224	184	1	106
10	3	6	9	10	16	-95	7010	102	1126	244	16	4	138	233	184	1	368
10	3	5	19	11	18	78	7019	2	2406	302	7	18	255	224	184	1	450
10	3	5	21	11	21	79	7024	2	2703	64	8	21	255	224	184	1	212
10	3	0	17	11	32	79	7028	6	2145	360	12	32	255	224	184	1	164
10	3	2	13	11	34	-105	7028	6	1605	360	34	6	255	224	184	1	164
10	3	5	22	11	24	79	7028	2	2862	360	9	24	255	224	184	1	508
10	3	5	24	11	28	82	7033	2	3033	122	10	28	255	224	184	1	270
10	3	5	27	11	32	79	7037	3	3405	418	12	32	255	224	184	1	32
10	3	0	19	11	32	79	7042	5	2406	116	12	32	255	224	184	1	518
10	3	2	14	11	34	-105	7042	5	1803	116	34	6	255	224	184	1	518
10	3	4	8	2	23	0	7042	11	965	116	23	23	255	224	184	1	322
10	3	5	28	11	32	79	7042	5	3606	116	12	32	255	224	184	1	518
10	3	1	6	10	16	111	7055	53	751	470	2	16	138	233	184	1	72
10	3	0	19	11	32	79	7069	6	2406	290	12	32	255	224	184	1	94
10	3	2	14	11	34	-105	7069	6	1803	290	34	6	255	224	184	1	94
10	3	4	8	2	23	0	7069	11	965	290	23	23	255	224	184	1	496
10	3	5	28	11	32	79	7069	6	3606	290	12	32	255	224	184	1	94
10	3	0	19	11	32	79	7083	5	2406	110	12	32	255	224	184	1	448
10	3	2	14	11	34	-105	7083	5	1803	110	34	6	255	224	184	1	448
10	3	4	8	2	23	0	7083	11	965	110	23	23	255	224	184	1	316
10	3	5	28	11	32	79	7083	5	3606	110	12	32	255	224	184	1	448
10	3	0	19	11	32	79	7096	5	2406	464	12	32	255	224	184	1	226
10	3	2	14	11	34	-105	7096	3	1803	464	34	6	255	224	184	1	78
10	3	4	8	2	23	0	7096	5	965	464	23	23	255	224	184	1	226
10	3	5	28	11	32	79	7096	3	3606	464	12	32	255	224	184	1	78
10	3	0	19	11	32	79	7103	5	2406	310	12	32	255	224	184	1	72
10	3	2	14	11	34	-105	7103	2	1803	310	34	6	255	224	184	1	458
10	3	4	8	2	23	0	7103	5	965	310	23	23	255	224	184	1	72
10	3	5	28	11	32	79	7103	2	3606	310	12	32	255	224	184	1	458
10	3	0	19	11	32	79	7110	6	2406	220	12	32	255	224	184	1	88
10	3	1	6	10	16	111	7110	25	796	220	2	16	138	233	184	1	246
10	3	2	14	11	34	-105	7110	6	1803	220	34	6	255	224	184	1	88
10	3	4	8	2	23	0	7110	11	965	220	23	23	255	224	184	1	426
10	3	5	34	11	32	79	7110	6	4290	220	12	32	255	224	184	1	88
10	3	0	19	11	32	79	7124	5	2406	40	12	32	255	224	184	1	442
10	3	2	14	11	34	-105	7124	5	1803	40	34	6	255	224	184	1	442
10	3	4	8	2	23	0	7124	11	965	40	23	23	255	224	184	1	246
10	3	5	34	11	32	79	7124	5	4290	40	12	32	255	224	184	1	442
10	3	0	20	11	32	79	7137	6	2550	394	12	32	255	224	184	1	198
10	3	1	6	10	16	111	7137	25	708	394	2	16	138	233	184	1	420
10	3	2	15	11	34	-105	7137	6	1911	394	34	6	255	224	184	1	198
10	3	4	8	2	23	0	7137	12	1023	394	23	23	255	224	184	1	66
10	3	5	30	11	24	79	7137	5	3822	394	9	24	255	224	184	1	156
10	3	5	28	11	24	79	7144	5	3606	304	9	24	255	224	184	1	66
10	3	0	18	11	32	79	7151	6	2271	214	12	32	255	224	184	1	18
10	3	2	13	11	34	-105	7151	6	1701	214	34	6	255	224	184	1	18
10	3	4	7	2	23	0	7151	11	916	214	23	23	255	224	184	1	420
10	3	5	27	11	24	79	7151	4	3405	214	9	24	255	224	184	1	510
10	3	5	25	11	24	79	7158	2	3213	124	9	24	255	224	184	1	272
10	3	1	3	10	34	105	7164	35	397	504	6	34	138	233	184	1	54
10	3	3	10	10	34	-105	7164	32	1340	504	34	6	138	233	184	1	440
10	3	4	8	2	23	0	7164	5	1023	504	23	23	255	224	184	1	266
10	3	5	8	2	23	0	7164	2	1023	504	23	23	255	224	184	1	76
10	3	5	8	2	18	0	7168	4	1023	224	18	18	255	224	184	1	520
10	3	4	8	2	18	0	7171	5	1023	414	18	18	255	224	184	1	176
10	3	6	10	10	16	-95	7174	31	1340	28	16	4	138	233	184	1	498
10	3	5	8	2	12	0	7175	4	1023	134	12	12	255	224	184	1	430
10	3	4	8	2	12	0	7178	5	1023	324	12	12	255	224	184	1	86
10	3	5	8	2	13	0	7182	4	1023	44	13	13	255	224	184	1	340
10	3	4	8	2	13	0	7185	4	1023	234	13	13	255	224	184	1	530
10	3	5	8	2	16	0	7188	5	1023	488	16	16	255	224	184	1	250
10	3	4	8	2	16	0	7192	4	1023	144	16	16	255	224	184	1	440
10	3	5	8	2	18	0	7195	5	1023	334	18	18	255	224	184	1	96
10	3	4	8	2	18	0	7199	4	1023	54	18	18	255	224	184	1	350
10	3	1	5	10	34	105	7201	7	596	202	6	34	138	233	184	1	112
10	3	3	9	10	34	-105	7201	7	1194	202	34	6	138	233	184	1	112
10	3	5	8	2	20	0	7202	5	1023	244	20	20	255	224	184	1	6
10	3	4	8	2	20	0	7205	5	1023	498	20	20	255	224	184	1	260
10	3	5	8	2	23	0	7209	4	1023	154	23	23	255	224	184	1	450
10	3	1	6	10	34	105	7210	7	796	260	6	34	138	233	184	1	170
10	3	3	9	10	34	-105	7210	7	1126	260	34	6	138	233	184	1	170
10	3	6	9	10	16	-95	7210	7	1194	260	16	4	138	233	184	1	170
10	3	4	8	2	23	0	7212	5	1023	408	23	23	255	224	184	1	170
10	3	1	9	10	34	105	7219	52	1194	318	6	34	138	233	184	1	454
10	3	3	8	10	34	-105	7219	11	1003	318	34	6	138	233	184	1	460
10	3	4	8	2	23	0	7219	11	1023	318	23	23	255	224	184	1	460
10	3	6	9	10	16	-95	7219	7	1126	318	16	4	138	233	184	1	164
10	3	6	8	10	16	-95	7228	11	1003	312	16	4	138	233	184	1	518
10	3	3	9	10	34	-105	7233	9	1126	74	34	6	138	233	184	1	132
10	3	4	8	2	23	0	7233	11	1023	74	23	23	255	224	184	1	280
10	3	6	9	10	16	-95	7242	9	1126	132	16	4	138	233	184	1	190
10	3	3	10	10	34	-105	7246	8	1340	428	34	6	138	233	184	1	444
10	3	4	8	2	23	0	7246	6	1023	428	23	23	255	224	184	1	296
10	3	6	10	10	16	-95	7255	8	1340	486	16	4	138	233	184	1	438
10	3	3	16	10	34	-105	7260	8	2008	248	34	6	138	233	184	1	200
10	3	4	8	2	23	0	7260	6	1023	248	23	23	255	224	184	1	52
10	3	6	16	10	16	-95	7269	8	2008	306	16	4	138	233	184	1	258
10	3	1	3	10	34	105	7274	34	375	68	6	34	138	233	184	1	88
10	3	3	12	10	34	-105	7274	86	1503	68	34	6	138	233	184	1	224
10	3	4	8	2	23	0	7274	28	965	68	23	23	255	224	184	1	284
10	3	6	12	10	16	-95	7283	86	1503	126	16	4	138	233	184	1	282
10	3	0	28	11	30	64	7301	1	3606	178	15	30	255	224	184	1	284
10	3	2	24	11	33	96	7301	1	3033	178	8	33	255	224	184	1	284
10	3	0	28	11	30	64	7305	2	3606	474	15	30	255	224	184	1	46
10	3	2	24	11	33	96	7305	2	3033	474	8	33	255	224	184	1	46
10	3	0	28	11	30	64	7310	3	3606	236	15	30	255	224	184	1	490
10	3	1	4	10	34	105	7310	7	562	236	6	34	138	233	184	1	146
10	3	2	24	11	33	96	7310	3	3033	236	8	33	255	224	184	1	490
10	3	4	8	2	23	0	7310	7	965	236	23	23	255	224	184	1	146
10	3	0	28	11	30	64	7319	3	3606	294	15	30	255	224	184	1	484
10	3	1	6	10	34	105	7319	7	751	294	6	34	138	233	184	1	204
10	3	2	24	11	33	96	7319	3	3033	294	8	33	255	224	184	1	484
10	3	4	8	2	23	0	7319	7	965	294	23	23	255	224	184	1	204
10	3	0	28	11	30	64	7328	6	3606	352	15	30	255	224	184	1	156
