# track	dsp_cycle	register	value
03	13470803	22	242
03	13471493	32	231
03	13476597	12	97
03	13479157	02	216
03	13487789	12	95
03	13489095	32	229
03	13493482	02	214
03	13497589	02	216
03	13498221	12	97
03	13505808	32	231
03	13507106	02	218
03	13514329	02	220
03	13514961	12	99
03	13521902	22	244
03	13522548	32	233
03	13523846	02	221
03	13524522	12	101
03	13534092	32	235
03	13535346	02	223
03	13535978	12	102
03	13545039	02	225
03	13546379	22	246
03	13547042	32	237
03	13552155	02	227
03	13552774	12	104
03	13557138	32	238
03	13561512	02	229
03	13562175	12	106
03	13568628	02	231
03	13572359	12	108
03	13572992	22	248
03	13573611	32	240
03	13577941	02	233
03	13588805	12	110
03	13590057	32	242
03	13591917	12	108
03	13593169	32	240
03	13597811	02	231
03	13608085	02	229
03	13608704	12	106
03	13609337	22	246
03	13609956	32	238
03	13613049	4d	7
03	13614821	02	227
03	13615440	12	104
03	13624596	02	225
03	13625215	12	102
03	13627705	02	223
03	13628983	22	244
03	13645894	02	221
03	13646526	12	101
03	13651835	44	0
03	13651861	45	255
03	13651887	46	224
03	13652004	4d	23
03	13652851	02	220
03	13653483	12	99
03	13662706	02	218
03	13663338	12	97
03	13663998	22	242
03	13665968	02	216
03	13672900	12	95
03	13675823	02	214
03	13682035	02	216
03	13686017	12	97
03	13691890	02	218
03	13698734	12	99
03	13701364	02	220
03	13702656	22	244
03	13711219	02	221
03	13711851	12	101
03	13717431	02	223
03	13721325	12	102
03	13730435	02	225
03	13731054	12	104
03	13731687	22	246
03	13736344	02	227
03	13749250	02	231
03	13749869	12	106
03	13753685	22	248
03	13760326	12	108
03	13765491	4d	7
03	13766441	02	233
03	13770606	12	110
03	13776797	12	108
03	13785959	02	229
03	13786578	12	106
03	13787211	22	246
03	13804516	02	227
03	13805179	12	104
03	13811726	02	225
03	13812345	12	102
03	13814953	02	223
03	13816293	22	244
03	13822754	12	101
03	13824810	02	221
03	13835796	02	220
03	13836472	12	99
03	13842522	02	218
03	13843814	22	242
03	13849518	12	97
03	13852140	02	216
03	13858854	02	214
03	13859486	12	95
03	13870154	02	216
03	13880590	02	218
03	13881222	12	99
03	13887495	02	220
03	13889174	22	244
03	13897236	02	221
03	13897868	12	101
03	13899924	02	223
03	13909896	12	102
03	13914986	02	225
03	13916238	22	246
03	13917621	02	227
03	13918240	12	104
03	13925240	34	10
03	13925266	35	138
03	13925292	36	233
03	13925409	4d	15
03	13927277	22	249
03	13927313	23	0
03	13932745	02	225
03	13933364	12	102
03	13934889	02	227
03	13935508	12	104
03	13945833	02	229
03	13946452	12	106
03	13955148	02	231
03	13960828	12	108
03	13963204	02	233
03	13970768	12	110
03	13982050	02	231
03	13982669	12	108
03	13989316	12	106
03	13990841	02	229
03	14002652	02	227
03	14003271	12	104
03	14009795	02	225
03	14010414	12	102
03	14018579	02	223
03	14019973	32	157
03	14020009	33	2
03	14021859	12	101
03	14022634	32	159
03	14029475	02	221
03	14035923	02	220
03	14036555	12	99
03	14044128	02	218
03	14045535	32	161
03	14047421	12	97
03	14055943	02	216
03	14058604	02	214
03	14059236	12	95
03	14073302	02	216
03	14073934	12	97
03	14077370	32	159
03	14078624	02	218
03	14087522	12	99
03	14093985	02	220
03	14096646	02	221
03	14097278	12	101
03	14098053	32	157
03	14111435	02	223
03	14112067	12	102
03	14114096	02	225
03	14118151	32	155
03	14122982	12	104
03	14128839	02	227
03	14131487	02	229
03	14132106	12	106
03	14141072	32	153
03	14142357	02	231
03	14143715	22	119
03	14143751	23	1
03	14149662	02	233
03	14150281	12	108
03	14152929	12	110
03	14157813	02	235
03	14164058	02	233
03	14164677	12	108
03	14170265	02	231
03	14171672	32	155
03	14175543	4d	7
03	14176961	12	106
03	14185676	02	227
03	14186295	12	104
03	14194106	02	225
03	14198262	12	102
03	14200262	02	223
03	14211137	02	221
03	14211813	12	101
03	14224464	02	220
03	14225096	12	99
03	14233665	02	218
03	14236736	02	216
03	14237368	12	97
03	14246654	02	214
03	14247330	12	95
03	14255644	02	216
03	14262546	12	97
03	14264636	02	218
03	14272114	12	99
03	14274160	02	220
03	14278252	54	0
03	14278278	55	255
03	14278421	4d	39
03	14283671	02	221
03	14284347	12	101
03	14292509	02	223
03	14293141	12	102
03	14300986	02	225
03	14307712	12	104
03	14309237	02	227
03	14317118	44	0
03	14317144	45	255
03	14317287	4d	55
03	14319433	02	229
03	14320052	12	106
03	14328313	02	231
03	14328932	12	108
03	14330991	02	233
03	14339400	12	110
03	14341958	02	235
03	14346296	02	233
03	14349059	12	108
03	14355035	02	57
03	14355071	03	6
03	14355781	12	170
03	14356541	22	244
03	14370482	34	10
03	14370508	35	138
03	14370534	36	233
03	14370651	4d	63
03	14482958	4d	31
03	14574196	32	50
03	14574232	33	2
03	14581739	32	52
03	14602807	32	54
03	14636325	32	52
03	14654730	32	50
03	14683529	32	48
03	14704176	32	46
03	14722224	32	48
03	14723465	02	59
03	14724717	22	246
03	14732407	02	61
03	14733026	12	172
03	14743010	02	63
03	14743629	12	174
03	14744908	32	50
03	14748840	02	65
03	14750092	22	248
03	14752023	02	67
03	14752686	12	176
03	14761894	02	69
03	14762513	12	177
03	14770882	02	67
03	14771545	12	176
03	14772899	32	52
03	14777615	02	65
03	14783433	02	63
03	14784052	12	174
03	14784685	22	246
03	14790392	12	172
03	14791746	32	54
03	14796462	02	61
03	14799588	02	59
03	14800207	12	170
03	14808549	02	57
03	14809889	22	244
03	14816617	12	168
03	14819164	02	55
03	14825667	12	166
03	14826960	32	52
03	14830950	02	54
03	14835044	02	52
03	14835676	12	164
03	14836336	22	242
03	14840915	02	50
03	14844814	12	162
03	14846195	32	50
03	14850923	02	48
03	14869482	02	50
03	14870114	12	164
03	14871420	32	48
03	14878034	02	52
03	14881946	12	166
03	14882650	22	244
03	14888193	02	54
03	14891385	02	55
03	14892017	12	168
03	14893323	32	46
03	14902355	02	57
03	14909140	02	59
03	14909759	12	170
03	14910392	22	246
03	14911038	32	48
03	14915590	12	172
03	14918154	02	61
03	14924900	02	63
03	14925519	12	174
03	14929937	32	50
03	14931178	02	65
03	14932430	22	248
03	14943799	02	67
03	14944418	12	176
03	14946938	02	69
03	14947557	12	177
03	14955899	02	67
03	14957916	32	52
03	14963322	02	65
03	14963941	12	176
03	14967067	12	174
03	14967700	22	246
03	14972310	02	63
03	14976351	02	61
03	14976970	12	172
03	14978236	32	54
03	14985295	02	59
03	14985914	12	170
03	14995210	02	57
03	14996488	22	244
03	15001671	12	168
03	15004218	02	55
03	15006143	32	52
03	15013731	02	54
03	15014363	12	166
03	15019133	02	52
03	15019765	12	164
03	15020425	22	242
03	15027731	02	50
03	15032457	12	162
03	15033750	32	50
03	15036418	54	0
03	15036444	55	255
03	15036587	4d	63
03	15037563	02	48
03	15049922	02	50
03	15055570	12	164
03	15056876	32	48
03	15058130	02	52
03	15067297	02	54
03	15067929	12	166
03	15068589	22	244
03	15075505	02	55
03	15076137	12	168
03	15077443	32	46
03	15084672	02	57
03	15088470	12	170
03	15089749	32	48
03	15095997	02	59
03	15097337	22	246
03	15101875	02	61
03	15102494	12	172
03	15108153	02	63
03	15113735	12	174
03	15118329	32	50
03	15122177	02	65
03	15122796	12	176
03	15123429	22	248
03	15125316	02	67
03	15133449	02	69
03	15134112	12	177
03	15139314	02	67
03	15139933	12	176
03	15141199	32	52
03	15145566	02	65
03	15151135	12	174
03	15155026	22	246
03	15159551	02	63
03	15160170	12	172
03	15161436	32	54
03	15162677	02	61
03	15167627	02	59
03	15171460	12	170
03	15176662	02	57
03	15177914	22	244
03	15183598	12	168
03	15188013	02	55
03	15194032	32	52
03	15197110	02	54
03	15197742	12	166
03	15205292	02	52
03	15205924	12	164
03	15206584	22	242
03	15212609	02	50
03	15214534	32	50
03	15218244	12	162
03	15220791	02	48
03	15238166	02	50
03	15238798	12	164
03	15240104	32	48
03	15247333	02	52
03	15252349	02	54
03	15252981	12	166
03	15253641	22	244
03	15258777	02	55
03	15260847	32	46
03	15265340	12	168
03	15272916	02	57
03	15273548	12	170
03	15277979	32	48
03	15281088	02	59
03	15282428	22	246
03	15285142	02	61
03	15285761	12	172
03	15293244	02	63
03	15293863	12	174
03	15302305	02	65
03	15304203	32	50
03	15307887	12	176
03	15308520	22	248
03	15310407	02	67
03	15319455	02	69
03	15320074	12	177
03	15322581	02	67
03	15324466	32	52
03	15328150	12	176
03	15330657	02	65
03	15339692	02	63
03	15340311	12	174
03	15340944	22	246
03	15343437	12	172
03	15347768	02	61
03	15349653	32	54
03	15356803	02	59
03	15357422	12	170
03	15364879	02	57
03	15366131	22	244
03	15368738	12	168
03	15373980	02	55
03	15377791	12	166
03	15379084	32	52
03	15380338	02	54
03	15394482	02	52
03	15395114	12	164
03	15395774	22	242
03	15397661	02	50
03	15398293	12	162
03	15399586	32	50
03	15405887	02	48
03	15412437	12	161
03	15415629	12	162
03	15420013	02	50
03	15425319	32	48
03	15427988	12	164
03	15432372	02	52
03	15435564	02	54
03	15436196	12	166
03	15436856	22	244
03	15449747	02	55
03	15450379	12	168
03	15451685	32	46
03	15452939	02	57
03	15456763	12	170
03	15467042	02	59
03	15468294	22	246
03	15468940	32	48
03	15470181	02	61
03	15470800	12	172
03	15482381	02	63
03	15483000	12	174
03	15484279	32	50
03	15487344	02	65
03	15491102	12	176
03	15491735	22	248
03	15495490	02	67
03	15499544	02	69
03	15500163	12	177
03	15507620	02	67
03	15508239	12	176
03	15509505	32	52
03	15519781	02	65
03	15520400	12	174
03	15524731	02	63
03	15525983	22	246
03	15532851	02	61
03	15533514	12	172
03	15534868	32	54
03	15536892	02	59
03	15540637	12	170
03	15548094	02	57
03	15549346	22	244
03	15557142	02	55
03	15557774	12	168
03	15564070	32	52
03	15565368	02	54
03	15566044	12	166
03	15574465	02	52
03	15575097	12	164
03	15575757	22	242
03	15582647	02	50
03	15584572	32	50
03	15586546	12	162
03	15591788	02	48
03	15595612	12	161
03	15600628	12	162
03	15609163	02	50
03	15611101	32	48
03	15612355	02	52
03	15612987	12	164
03	15620702	02	54
03	15621473	12	166
03	15622324	22	244
03	15630162	02	55
03	15630794	12	168
03	15632100	32	46
03	15638370	02	57
03	15648083	12	170
03	15649362	32	48
03	15650603	02	59
03	15651855	22	246
03	15656185	12	172
03	15659399	22	249
03	15659435	23	0
03	15663835	02	57
03	15664454	12	170
03	15666483	02	59
03	15674222	12	172
03	15676295	02	61
03	15681672	02	63
03	15684939	12	174
03	15688375	32	50
03	15689616	02	65
03	15694795	12	176
03	15697685	02	67
03	15704792	02	69
03	15705411	12	177
03	15714565	02	67
03	15716081	32	52
03	15718105	02	65
03	15718724	12	176
03	15723183	12	174
03	15725199	02	63
03	15735877	02	61
03	15736496	12	172
03	15737271	32	54
03	15742971	02	59
03	15743590	12	170
03	15753662	02	57
03	15758779	12	168
03	15760808	02	55
03	15764876	32	52
03	15771564	02	54
03	15772196	12	166
03	15776049	02	52
03	15779342	12	164
03	15784076	02	50
03	15790044	12	162
03	15790819	32	50
03	15796332	02	48
03	15799638	12	161
03	15802400	12	162
03	15809305	02	50
03	15810725	32	48
03	15813912	12	164
03	15818628	02	52
03	15828307	02	54
03	15828939	12	166
03	15835479	02	55
03	15836111	12	168
03	15836899	32	46
03	15843691	02	57
03	15846971	12	170
03	15850407	32	48
03	15853472	02	59
03	15861626	02	61
03	15862245	12	172
03	15866922	02	63
03	15867541	12	174
03	15874086	02	65
03	15875444	22	119
03	15875480	23	1
03	15876175	32	50
03	15880952	12	176
03	15882981	02	67
03	15890707	12	177
03	15892767	02	69
03	15898131	02	67
03	15899525	32	52
03	15901385	12	176
03	15903401	02	65
03	15908479	12	174
03	15914079	02	63
03	15919157	12	172
03	15921173	02	61
03	15922567	32	54
03	15928311	02	59
03	15928974	12	170
03	15936310	02	57
03	15942251	12	168
03	15946104	02	55
03	15954199	02	54
03	15954831	12	166
03	15955606	32	52
03	15959521	02	52
03	15964638	12	164
03	15970277	02	50
03	15971684	32	50
03	15975394	12	162
03	15977423	02	48
03	15995377	02	50
03	15996009	12	164
03	15996797	32	48
03	16006172	02	52
03	16010670	02	54
03	16011302	12	166
03	16016018	02	55
03	16021236	12	168
03	16022102	32	46
03	16028637	02	57
03	16031917	12	170
03	16035353	32	48
03	16038462	02	59
03	16042634	12	172
03	16044663	02	61
03	16051783	02	63
03	16057164	12	174
03	16060256	02	65
03	16061663	32	50
03	16063523	12	176
03	16070024	02	67
03	16078028	12	177
03	16081714	12	176
03	16082489	32	52
03	16088189	02	65
03	16090910	02	153
03	16091656	12	241
03	16092416	22	244
03	16093162	32	102
03	16093198	33	4
03	16095024	30	18
03	16095166	31	18
03	16270869	4d	31
03	16461854	22	246
03	16463714	02	155
03	16464333	12	243
03	16465585	32	104
03	16472999	02	157
03	16479731	02	159
03	16480350	12	245
03	16481602	32	106
03	16482843	02	160
03	16483462	12	247
03	16484095	22	248
03	16484714	32	108
03	16498548	02	162
03	16499167	12	249
03	16500419	32	110
03	16506643	32	108
03	16511296	12	247
03	16517365	02	159
03	16517984	12	245
03	16519236	32	106
03	16521729	22	246
03	16526338	02	157
03	16530365	02	155
03	16530984	12	243
03	16532236	32	104
03	16539294	02	153
03	16539913	12	241
03	16541165	32	102
03	16546495	22	244
03	16549195	02	151
03	16549827	12	239
03	16551119	32	101
03	16558256	02	149
03	16558888	12	237
03	16566239	32	99
03	16568276	02	147
03	16568908	12	236
03	16569568	22	242
03	16574159	02	145
03	16577337	02	144
03	16577969	12	234
03	16579261	32	97
03	16587357	02	142
03	16587989	12	232
03	16589281	32	95
03	16597064	12	234
03	16606439	02	145
03	16607071	12	236
03	16608363	32	97
03	16613737	32	99
03	16615035	02	147
03	16616415	22	244
03	16621983	12	237
03	16624529	02	149
03	16626453	32	101
03	16630535	12	239
03	16633125	02	151
03	16638632	54	0
03	16638658	55	255
03	16638684	56	224
03	16638801	4d	63
03	16639764	02	153
03	16640383	12	241
03	16641635	32	102
03	16644128	22	246
03	16647812	02	155
03	16651631	12	243
03	16652971	32	104
03	16656819	02	157
03	16660550	12	245
03	16661802	32	106
03	16664867	02	159
03	16667979	02	160
03	16668598	12	247
03	16669231	22	248
03	16669850	32	108
03	16676986	02	162
03	16680717	12	249
03	16681969	32	110
03	16685007	02	164
03	16688163	02	162
03	16694311	02	160
03	16694930	12	247
03	16696182	32	108
03	16700535	02	159
03	16701154	12	245
03	16701787	22	246
03	16702406	32	106
03	16709542	02	157
03	16715070	12	243
03	16716322	32	104
03	16717563	02	155
03	16723417	12	241
03	16724669	32	102
03	16725954	02	153
03	16731406	4d	31
03	16733564	22	244
03	16735437	02	151
03	16736069	12	239
03	16737361	32	101
03	16740678	02	149
03	16744576	12	237
03	16750056	02	147
03	16751980	32	99
03	16753866	12	236
03	16754526	22	242
03	16756412	02	145
03	16765363	32	97
03	16769596	02	144
03	16770228	12	234
03	16772774	02	142
03	16773406	12	232
03	16774698	32	95
03	16785490	02	144
03	16786122	12	234
03	16787414	32	97
03	16797752	02	145
03	16798384	12	236
03	16799676	32	99
03	16807265	02	147
03	16807897	12	237
03	16808557	22	244
03	16810443	02	149
03	16811075	12	239
03	16812367	32	101
03	16815447	4d	15
03	16816410	02	151
03	16820503	02	153
03	16821135	12	241
03	16822413	32	102
03	16830272	22	246
03	16832176	02	155
03	16834179	32	104
03	16839076	12	243
03	16845018	02	157
03	16848130	02	159
03	16848749	12	245
03	16850001	32	106
03	16857727	02	160
03	16858346	12	247
03	16858979	22	248
03	16859598	32	108
03	16863253	02	162
03	16866984	12	249
03	16868236	32	110
03	16869521	02	164
03	16874975	54	0
03	16875001	55	255
03	16875144	4d	47
03	16876298	02	162
03	16883146	02	160
03	16883765	12	247
03	16885017	32	108
03	16886302	02	159
03	16886965	12	245
03	16887642	22	246
03	16888305	32	106
03	16895637	02	157
03	16896256	12	243
03	16897508	32	104
03	16900945	02	155
03	16910072	12	241
03	16913436	02	153
03	16914688	22	244
03	16915307	32	102
03	16921921	02	151
03	16922553	12	239
03	16923845	32	101
03	16931432	02	147
03	16932064	12	237
03	16933356	32	99
03	16940643	12	236
03	16941303	22	242
03	16943233	02	145
03	16951446	32	97
03	16952700	02	144
03	16953332	12	234
03	16959199	02	142
03	16959831	12	232
03	16961123	32	95
03	16969342	12	234
03	16971888	02	144
03	16973812	32	97
03	16977262	02	145
03	16977894	12	236
03	16986773	02	147
03	16988065	22	244
03	16988697	32	99
03	16990583	12	237
03	16995325	02	149
03	16997249	32	101
03	17004836	02	151
03	17005468	12	239
03	17008001	02	153
03	17008620	12	241
03	17009872	32	102
03	17017832	22	246
03	17022715	02	155
03	17023334	12	243
03	17024586	32	104
03	17025827	02	157
03	17029558	12	245
03	17030810	32	106
03	17035430	02	159
03	17041653	02	160
03	17042272	12	247
03	17042905	22	248
03	17043524	32	108
03	17044765	02	162
03	17050780	12	249
03	17056015	32	110
03	17062564	02	160
03	17063183	12	247
03	17064435	32	108
03	17077251	02	159
03	17077870	12	245
03	17078503	22	246
03	17079122	32	106
03	17080363	02	157
03	17084094	12	243
03	17085346	32	104
03	17088827	02	155
03	17092854	02	153
03	17093473	12	241
03	17094725	32	102
03	17099414	22	244
03	17101287	02	151
03	17101919	12	239
03	17110798	02	149
03	17112722	32	101
03	17116804	12	237
03	17119350	02	147
03	17121274	32	99
03	17128888	02	145
03	17129520	12	236
03	17130180	22	242
03	17130812	32	97
03	17134262	02	144
03	17134894	12	234
03	17146039	32	95
03	17148076	02	142
03	17148708	12	232
03	17154082	12	234
03	17156672	02	144
03	17158728	32	97
03	17162961	02	145
03	17163593	12	236
03	17168063	32	99
03	17171513	02	147
03	17172805	22	244
03	17175411	12	237
03	17181024	02	149
03	17182948	32	101
03	17184202	02	151
03	17184834	12	239
03	17192741	02	153
03	17193360	12	241
03	17194612	32	102
03	17202120	02	155
03	17203372	22	246
03	17205851	12	243
03	17207103	32	104
03	17210540	02	157
03	17219919	02	159
03	17220538	12	245
03	17221790	32	106
03	17224283	22	248
03	17228339	02	160
03	17228958	12	247
03	17230210	32	108
03	17237718	02	162
03	17238337	12	249
03	17239589	32	110
03	17249957	12	247
03	17251297	32	108
03	17255517	02	160
03	17258629	02	159
03	17259248	12	245
03	17259881	22	246
03	17260500	32	106
03	17261741	02	157
03	17267756	12	243
03	17269096	32	104
03	17273316	02	155
03	17277047	12	241
03	17278299	32	102
03	17279540	02	153
03	17286100	22	244
03	17294267	02	151
03	17294899	12	239
03	17296191	32	101
03	17297445	02	149
03	17298077	12	237
03	17304743	32	99
03	17313469	02	145
03	17314101	12	236
03	17314761	22	242
03	17318571	32	97
03	17322021	02	144
03	17322653	12	234
03	17331532	02	142
03	17332164	12	232
03	17333456	32	95
03	17340128	02	144
03	17340804	12	234
03	17346145	32	97
03	17349595	02	145
03	17350227	12	236
03	17354697	32	99
03	17356090	02	147
03	17356861	12	237
03	17357712	22	244
03	17368090	02	149
03	17370014	32	101
03	17371268	02	151
03	17371900	12	239
03	17380706	02	153
03	17381325	12	241
03	17382577	32	102
03	17387266	22	246
03	17389126	02	155
03	17389745	12	243
03	17390997	32	104
03	17392932	22	249
03	17392968	23	0
03	17397753	02	153
03	17398385	12	241
03	17399159	32	102
03	17407865	02	155
03	17408484	12	243
03	17409245	32	104
03	17416252	02	157
03	17418873	02	159
03	17419492	12	245
03	17420253	32	106
03	17430115	02	160
03	17430778	12	247
03	17431617	32	108
03	17435837	02	162
03	17439077	12	249
03	17439838	32	110
03	17443275	02	164
03	17445940	02	162
03	17452281	12	247
03	17453042	32	108
03	17454283	02	160
03	17461721	02	159
03	17462340	12	245
03	17463101	32	106
03	17470108	02	157
03	17470727	12	243
03	17471488	32	104
03	17472729	02	155
03	17480786	12	241
03	17481547	32	102
03	17482832	02	153
03	17493848	02	151
03	17494480	12	239
03	17495254	32	101
03	17501408	02	149
03	17502084	12	237
03	17504973	02	147
03	17506379	32	99
03	17513121	12	236
03	17517345	02	145
03	17521577	32	97
03	17523614	02	144
03	17524246	12	234
03	17531130	02	142
03	17531762	12	232
03	17532536	32	95
03	17542255	02	144
03	17542887	12	234
03	17543661	32	97
03	17549771	02	145
03	17550403	12	236
03	17558859	32	99
03	17560896	02	147
03	17561528	12	237
03	17568412	02	149
03	17569818	32	101
03	17571704	12	239
03	17575999	02	151
03	17579655	02	153
03	17580287	12	241
03	17581061	32	102
03	17589713	02	155
03	17596777	32	104
03	17600501	02	157
03	17601120	12	243
03	17603122	02	159
03	17603741	12	245
03	17604502	32	106
03	17614033	22	119
03	17614069	23	1
03	17617071	02	162
03	17617690	12	247
03	17618451	32	108
03	17625540	02	164
03	17626159	12	249
03	17626920	32	110
03	17633431	02	162
03	17634050	12	247
03	17634811	32	108
03	17636052	02	160
03	17642967	02	159
03	17643586	12	245
03	17644347	32	106
03	17655533	02	157
03	17656152	12	243
03	17656913	32	104
03	17660350	02	155
03	17663678	12	241
03	17668737	02	153
03	17670117	32	102
03	17678848	02	151
03	17679480	12	239
03	17680254	32	101
03	17687340	02	149
03	17687972	12	237
03	17691406	32	99
03	17692660	02	147
03	17698148	12	236
03	17700220	02	145
03	17708526	32	97
03	17709780	02	144
03	17710412	12	234
03	17716042	32	95
03	17717296	02	142
03	17717928	12	232
03	17726393	12	234
03	17728421	02	144
03	17729827	32	97
03	17735981	02	145
03	17736657	12	236
03	17740952	32	99
03	17744402	02	147
03	17747694	12	237
03	17749722	02	149
03	17756150	32	101
03	17758187	02	151
03	17758819	12	239
03	17765730	02	153
03	17766362	12	241
03	17767136	32	102
03	17776764	02	155
03	17778144	32	104
03	17783339	12	243
03	17785341	02	157
03	17785960	12	245
03	17786721	32	106
03	17792924	02	159
03	17801570	02	160
03	17802189	12	247
03	17802950	32	108
03	17804191	02	162
03	17809627	12	249
03	17813555	32	110
03	17821015	12	247
03	17821776	32	108
03	17823017	02	160
03	17830541	02	252
03	17831287	12	60
03	17831323	13	5
03	17832047	22	244
03	17832793	32	170
03	18194924	02	254
03	18196176	22	246
03	18203344	02	0
03	18203380	03	7
03	18203963	12	62
03	18205215	32	172
03	18212723	02	2
03	18213342	12	64
03	18214594	32	174
03	18215835	02	4
03	18221762	12	66
03	18222395	22	248
03	18224299	02	6
03	18226302	32	176
03	18230522	02	8
03	18231141	12	68
03	18235505	32	177
03	18242098	02	6
03	18242761	12	66
03	18244101	32	176
03	18251433	02	4
03	18252052	12	64
03	18252685	22	246
03	18253304	32	174
03	18259853	02	2
03	18261724	32	172
03	18269232	02	0
03	18269851	12	62
03	18272344	02	254
03	18272380	03	6
03	18272963	12	60
03	18274215	32	170
03	18277652	02	252
03	18278904	22	244
03	18287044	02	250
03	18287676	12	58
03	18288968	32	168
03	18295596	02	249
03	18296228	12	56
03	18297520	32	166
03	18305107	02	247
03	18305739	12	55
03	18308285	02	245
03	18309577	22	242
03	18310209	32	164
03	18314291	12	53
03	18316881	02	243
03	18318937	32	162
03	18323802	12	51
03	18326348	02	241
03	18328272	32	161
03	18331450	32	162
03	18334944	02	243
03	18339037	02	245
03	18339669	12	53
03	18340961	32	164
03	18345043	12	55
03	18347589	02	247
03	18354387	22	244
03	18355063	32	166
03	18357100	02	249
03	18357732	12	56
03	18365652	02	250
03	18366284	12	58
03	18367576	32	168
03	18371070	02	252
03	18375769	12	60
03	18377021	32	170
03	18380458	02	254
03	18381710	22	246
03	18383570	02	0
03	18383606	03	7
03	18384189	12	62
03	18385441	32	172
03	18392949	02	2
03	18398876	12	64
03	18400128	32	174
03	18401369	02	4
03	18405188	12	66
03	18405865	22	248
03	18410748	02	6
03	18412619	32	176
03	18416056	02	8
03	18416675	12	68
03	18417927	32	177
03	18428547	02	6
03	18429166	12	66
03	18430418	32	176
03	18436967	02	4
03	18438838	32	174
03	18440698	12	64
03	18441331	22	246
03	18445431	02	2
03	18449458	02	0
03	18450077	12	62
03	18451329	32	172
03	18457878	02	254
03	18457914	03	6
03	18458497	12	60
03	18459749	32	170
03	18467270	02	252
03	18467902	12	58
03	18468562	22	244
03	18469194	32	168
03	18470448	02	250
03	18479720	12	56
03	18485333	02	249
03	18487257	32	166
03	18488511	02	247
03	18489143	12	55
03	18489803	22	242
03	18490435	32	164
03	18493885	02	245
03	18503396	02	243
03	18504028	12	53
03	18505320	32	162
03	18506574	02	241
03	18507206	12	51
03	18521729	02	243
03	18522361	12	53
03	18524907	02	245
03	18526831	32	164
03	18530913	12	55
03	18539765	02	247
03	18541057	22	244
03	18541689	32	166
03	18542943	02	249
03	18543575	12	56
03	18548614	02	250
03	18550538	32	168
03	18552512	12	58
03	18558125	02	252
03	18558757	12	60
03	18560035	32	170
03	18566584	02	254
03	18567836	22	246
03	18575963	02	0
03	18575999	03	7
03	18576582	12	62
03	18577834	32	172
03	18579075	02	2
03	18579694	12	64
03	18586254	32	174
03	18587539	02	4
03	18591566	02	6
03	18592185	12	66
03	18592818	22	248
03	18593437	32	176
03	18599986	02	8
03	18600605	12	68
03	18607341	32	177
03	18611236	32	176
03	18614673	02	6
03	18615292	12	66
03	18617785	02	4
03	18619656	32	174
03	18623827	12	64
03	18624504	22	246
03	18627191	02	2
03	18634370	32	172
03	18635611	02	0
03	18636230	12	62
03	18643284	44	0
03	18643310	45	255
03	18643453	4d	63
03	18644438	02	254
03	18644474	03	6
03	18645101	12	60
03	18646441	32	170
03	18650289	02	252
03	18651541	22	244
03	18654046	12	58
03	18655338	32	168
03	18656592	02	250
03	18665731	02	249
03	18666363	12	56
03	18667655	32	166
03	18673911	02	247
03	18674543	12	55
03	18675203	22	242
03	18675835	32	164
03	18683050	02	245
03	18683682	12	53
03	18688052	02	243
03	18689976	32	162
03	18691862	12	51
03	18696276	02	241
03	18703547	02	243
03	18704179	12	53
03	18711771	02	245
03	18713827	32	164
03	18718320	12	55
03	18720866	02	247
03	18722158	22	244
03	18722790	32	166
03	18726500	12	56
03	18729046	02	249
03	18738185	02	250
03	18738817	12	58
03	18740109	32	168
03	18741363	02	252
03	18746971	12	60
03	18748223	32	170
03	18749508	02	254
03	18750848	22	246
03	18758471	02	0
03	18758507	03	7
03	18759090	12	62
03	18760342	32	172
03	18766563	02	2
03	18767226	12	64
03	18768566	32	174
03	18772414	02	4
03	18775526	02	6
03	18776145	12	66
03	18776778	22	248
03	18777397	32	176
03	18783574	02	8
03	18784193	12	68
03	18794452	32	177
03	18797564	32	176
03	18800629	02	6
03	18801248	12	66
03	18809636	02	4
03	18810255	12	64
03	18810888	22	246
03	18811507	32	174
03	18812748	02	2
03	18816479	12	62
03	18817731	32	172
03	18820796	02	0
03	18829803	02	254
03	18829839	03	6
03	18830422	12	60
03	18831674	32	170
03	18832915	02	252
03	18834167	22	244
03	18841748	12	58
03	18843128	32	168
03	18846989	02	250
03	18850167	02	249
03	18850799	12	56
03	18852091	32	166
03	18858391	02	247
03	18859067	12	55
03	18862484	02	245
03	18863776	22	242
03	18864408	32	164
03	18870664	02	243
03	18871296	12	53
03	18872588	32	162
03	18884805	02	241
03	18885437	12	51
03	18887983	02	243
03	18893617	12	53
03	18900300	02	245
03	18900932	12	55
03	18902224	32	164
03	18905302	02	247
03	18909112	12	56
03	18909772	22	244
03	18910404	32	166
03	18913526	02	249
03	18917619	02	250
03	18918251	12	58
03	18919543	32	168
03	18925799	02	252
03	18926431	12	60
03	18927709	32	170
03	18934845	02	254
03	18936097	22	246
03	18942893	02	0
03	18942929	03	7
03	18943512	12	62
03	18944764	32	172
03	18950985	02	2
03	18955012	02	4
03	18955631	12	64
03	18956883	32	174
03	18960567	12	66
03	18961200	22	248
03	18963060	02	6
03	18964931	32	176
03	18972067	02	8
03	18972686	12	68
03	18973938	32	177
03	18981986	32	176
03	18983271	02	6
03	18983934	12	66
03	18989122	02	4
03	18990993	32	174
03	18992853	12	64
03	18993486	22	246
03	18997170	02	2
